eng,twi,count,source_files
isolate,yi.. de.. trã bãbi ṅkõ,0,02_english-twi-dictionary
isolated,deɛ ate ne ho,0,07_hs_living_environment_twi_parallel
isolated system,nhyehyɛɛ a ete/atew ne ho,0,08_hs_physics_twi_parallel
isolationism,sɛ wo yɛ woho ankonam/m’ate me ho,0,11_hs_us_history_twi_parallel
isomerization,isoma a wɔma ade yɛ,0,06_hs_chemistry_twi
isotonic,nea wɔn adewura yɛ pɛ,0,06_hs_chemistry_twi
isotonic solution,nsuo a emu ahoɔden ne deɛ ɛwɔ mogya mu yɛ pɛ,0,07_hs_living_environment_twi_parallel
isthmus,asasesiṅ tẽa a ɛkã nsa-se abieṅ bɔm,0,02_english-twi-dictionary
it - es you,"esɛ wo ara = you have to answer for, it is your own fault",0,02_english-twi-dictionary
it is enough! neg.,ennɔsɔ,0,02_english-twi-dictionary
it is not -for him,ennɔ no sɔ,0,02_english-twi-dictionary
it is not mine,enni wo me,0,02_english-twi-dictionary
it is not mine,enye mede,0,02_english-twi-dictionary
"it is or, the things are thoroughly commixed, jumbled or huddled together",edi afuntumfra,0,17_A Dictionary of the Asante and Fante Language_mono
it is sufficient for me,edɔ me sɔ,0,02_english-twi-dictionary
ivory black,ɔsono mmɛn a wɔahye ayam,0,06_hs_chemistry_twi
jam,nnuaba a woahye no asikere anoa,0,02_english-twi-dictionary
jam,nnuaba mu nsu mpiho dede,0,02_english-twi-dictionary
jar,brb. ne.. bo abira,0,02_english-twi-dictionary
jar,de.. ho hye asem bi mu,0,02_english-twi-dictionary
jaundice,bereboo yare bi a ema wosereṅ or wohoa,0,02_english-twi-dictionary
jellyfish,nsunam a ɔtumi ka,0,07_hs_living_environment_twi_parallel
jilt,di obarima bi hō fe,0,02_english-twi-dictionary
jilt,gyau ne mpana a kope foforo,0,02_english-twi-dictionary
jingoism,ɔman ho dɔ a ɛbroso,0,11_hs_us_history_twi_parallel
"joined, united, reconciled, make friends",bo,0,17_A Dictionary of the Asante and Fante Language_mono
joint-stock company,adwumamakuw a nnipa pii sika hyɛ mu,0,11_hs_us_history_twi_parallel
journey,tia ne nan akyi,0,02_english-twi-dictionary
joyful,hō akā or akā ne hō,0,02_english-twi-dictionary
joyful,hō asaṅ or sepe no,0,02_english-twi-dictionary
"judge, to decide a case, to give, pass or pronounce sentence or judgment on upon or against",bu,0,17_A Dictionary of the Asante and Fante Language_mono
judicial,nea efa asenni or asennifo ho,0,02_english-twi-dictionary
judicial branch,aban fa ɛhwɛ atenmuo so,0,11_hs_us_history_twi_parallel
judicial branch of government,aban mu fa a ɛyɛ atemmufo no,0,05_elementary_social_studies_twi
judicial department of the Okyeman State Council,Okyeman,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
juice,nnua bi mu nsu,0,02_english-twi-dictionary
junior,nea oyẹ obi akūmā,0,02_english-twi-dictionary
junta,asraafo kuw a wodi ɔman so,0,05_elementary_social_studies_twi
jurist,nea oyẹ or onim mmāra hō ade,0,02_english-twi-dictionary
k as in kennel,k,0,14_Twi-Language-Guide_parallel
karyotype,kayotaepo nhwehwɛmu bi a wode kyerɛ kromosom dodoɔ ne wɔn akɛseɛ wɔ nkwammoa bi mu,0,07_hs_living_environment_twi_parallel
karyotyping,wode kayotaepo redi dwuma,0,07_hs_living_environment_twi_parallel
katee,soft drink-nsa dokodoko a ɛnnyɛ mmosa,0,09_Twi-Dictionary_parallel
keel,hyeṅase nnua or mpuraṅ,0,02_english-twi-dictionary
keep,fẹẹ or di so,0,02_english-twi-dictionary
keep -off the ants,kõ ṅkráne,0,02_english-twi-dictionary
keep a low profile,ɔhyɛ da pow sɛ ɔde neho bɛhyehyɛ nnipa,0,09_Twi-Dictionary_parallel
keep tabs on someone,w'ani di n'akyi,0,09_Twi-Dictionary_parallel
kick,bọ or tō anaṅkoti,0,02_english-twi-dictionary
kill phr. woato no or woakã no dade = woakum no,woato no or woakã no dade = woakum no,0,02_english-twi-dictionary
kilogram,Biribi mu duro kilogram,0,08_hs_physics_twi_parallel
"kind, sort or species of animal",aboabán,0,17_A Dictionary of the Asante and Fante Language_mono
kinematics,Afiridwuma a ɛhwɛ sɛdeɛ biribi keka ne ho,0,08_hs_physics_twi_parallel
kinetic energy,Tumi a ɛma biribi keka ne ho,0,08_hs_physics_twi_parallel
kinetic molecular theory,Adwenemusɛm a efa sɛdeɛ nneɛma nketewa keka ne ho,0,08_hs_physics_twi_parallel
kinetic theory,Adwenemusɛm a efa sɛdeɛ biribi keka ne ho,0,08_hs_physics_twi_parallel
kinetic theory,nea ɛrekɔ tumi ho nsusuwii,0,06_hs_chemistry_twi
kinetics,nea ɛrekɔ tumi ho adesua,0,06_hs_chemistry_twi
knapsack,Aboa nwoma baage a wɔde yɛn akyi Baage a wɔde to akyi,0,08_hs_physics_twi_parallel
knee-jerk reflex,nan rekɔ n'anim prɛko pɛ,0,07_hs_living_environment_twi_parallel
knight,mměraṅ bi a wode bo maṅpanyiṅ,0,02_english-twi-dictionary
knob,Biribi a ɛte sɛ ɛpɔw,0,08_hs_physics_twi_parallel
"ku, adobe 'mereŋkẽnsóno à woápò, a branch of the adobe-palm, from which the fibres edow are or have been taken out.",dèméregu,0,17_A Dictionary of the Asante and Fante Language_mono
kwan na 'ote fie,"akokɔ, kyekyere akokɔ",0,09_Twi-Dictionary_parallel
kwan na 'ote fie,"sare fl, ɛsɛre fl, sar fl",0,09_Twi-Dictionary_parallel
kwan na 'ote fie,wurawura,0,09_Twi-Dictionary_parallel
kyerɛpɛn,kahwɛ no ano ye yerɛyerɛ a wode,0,09_Twi-Dictionary_parallel
kyerɛpɛn,ye aduane fremfrem bi a wode di paano sɛ bɔta,0,09_Twi-Dictionary_parallel
"kyinii a wopem di hene so, state-umbrella; [pr. 1729.",bamkyinīi,0,17_A Dictionary of the Asante and Fante Language_mono
l as in last,l,0,14_Twi-Language-Guide_parallel
laboratory,Beaeɛ a wɔyɛ abɔde mu mpɛnsɛmpɛnsɛmu,0,08_hs_physics_twi_parallel
laboratory,beaeɛ a wɔyɛ nhwehwɛmu,0,07_hs_living_environment_twi_parallel
labour,awo nu deṅ no or n'awo mu ye deṅ,0,02_english-twi-dictionary
lactic acid,laateke asede asede a ɛwɔ nufusuo a ɛka mu,0,07_hs_living_environment_twi_parallel
ladder,odi antw. no so aforosiãṅ,0,02_english-twi-dictionary
"lagoon, lake communicating with the sea; F. lake, pond; cf. otare.",baká,0,17_A Dictionary of the Asante and Fante Language_mono
"lagoon-bird, heron, stork &c.",bakánōmā,0,17_A Dictionary of the Asante and Fante Language_mono
laissez-faire,fahodi a wɔde ma tumidi,0,12_hs_global_history_twi_parallel
laissez-faire,fahodi ma wɔn a wodi wɔn so,0,11_hs_us_history_twi_parallel
lamella,lamɛla ɛwɔ mmire abusua mu,0,07_hs_living_environment_twi_parallel
lance,mesa ne pompo mu,0,02_english-twi-dictionary
land grants,aban asase a wɔde ma,0,12_hs_global_history_twi_parallel
land grants,asase bi a yɛde ma,0,11_hs_us_history_twi_parallel
land reform,nsase nhyehyɛe mu nsakrae,0,12_hs_global_history_twi_parallel
landfill,beaeɛ a wode bɔɔla resi amena sumina,0,07_hs_living_environment_twi_parallel
language,"phr. it does'nt agree with the idiom of the-, ensi kasa so",0,02_english-twi-dictionary
language guide guide to complete the 2020 Census,kasa akwankyerɛ nhwɛsoɔhwɛ ɛbɛboa ama w’awie 2020 Nnipakan,0,16_Twi-census-Glossary_parallel
"language of logic and, or, not","nyansa kasane, anaa, ɛnyɛ",0,04_mathematics-glossary
lard brought from Europe.,abɔrɔ́wɔ̀ññúá,0,17_A Dictionary of the Asante and Fante Language_mono
larva,lava aboa a ɔnni akyi dompe mmɔfra berɛ mu,0,07_hs_living_environment_twi_parallel
larynx,larense akwaa a wo bo kata so,0,07_hs_living_environment_twi_parallel
laser,Yiwan Nhwehwɛmu kanea afiri,0,08_hs_physics_twi_parallel
last name,abusua din last name,0,16_Twi-census-Glossary_parallel
last straw,asɛmmɔne bi a wonntumi nnhwɛ animu biow/wɔnntena ho biow,0,09_Twi-Dictionary_parallel
latent heat,ɔhyew a ɛnna adi,0,06_hs_chemistry_twi
latent solvent,nea ade fra mu a ɛnna adi,0,06_hs_chemistry_twi
latitude,Kwan tenten a ɛda ewiase atifi kosi anafoɔ,0,03_science-glossary
lava,Nsugya a efri bepɔ mu,0,03_science-glossary
law of action and reaction,Mmara a efa anamɔntuo ne deɛ yɛ yɛ de tua obi ka si a biribi si ne nea efi mu ba ho mmara,0,08_hs_physics_twi_parallel
law of conservation of momentum,Mmara a efa sɛnea yɛkora mmirika tumi ho,0,08_hs_physics_twi_parallel
law of exponents for division,nɔma ankasa mmɔho mmara a ɛfa nkyekyemu ho,0,04_mathematics-glossary
law of exponents for multiplication,mmɔho mmara a ɛfa mmɔho ho,0,04_mathematics-glossary
law of independent assortment,asɔɔtomɛnte a ɔde ne ho berɛ a nkwammoa mu rekyɛ na kromosom ahodoɔ no rekɔɔ afa mmienu no mu biara mu ho mmara,0,07_hs_living_environment_twi_parallel
law of segregation,kromosom nkyekyɛmu ho mmara,0,07_hs_living_environment_twi_parallel
law of use and disuse,"mmara a ɛkyerɛ sɛ nkwadeɛ bi de n’akwaa di dwuma a, ɛma no ahoɔden nanso sɛ ɔgyae na ɔmfa nyɛ hwee a, ɛma no yɛ mrɛ.",0,07_hs_living_environment_twi_parallel
lawn mower,Afidie a yɛde twitwa nhwiren,0,08_hs_physics_twi_parallel
lay-out,brb. ho nhyehye or kekare,0,02_english-twi-dictionary
lead said of road,si,0,02_english-twi-dictionary
leaf sheath,nwura nkanka ɛserɛ fa a ɛkyekyere dua no ho,0,07_hs_living_environment_twi_parallel
league,wọwọ apãm = wọapãm,0,02_english-twi-dictionary
lease,ade bi a wọde fẹm,0,02_english-twi-dictionary
least,Ketewaa koraa ɛwɔ mu,0,03_science-glossary
least,ne ṅhĩnã mu akũmã,0,02_english-twi-dictionary
leather-strap of,to strangle s. b.,0,02_english-twi-dictionary
leave,it undone! ma enka!,0,02_english-twi-dictionary
lecturer,ade bi mu kyerẹkyerẹfo,0,02_english-twi-dictionary
lees,"to show grief etc. the sediment of palmwine epu is poured out to the ground and rubbed with 2 fingers, with which, then, 2 strokes asafe are made on the shoulder, nsa-fufu ase potopoto no epu a woafwie agu fam na wode nsatea",0,02_english-twi-dictionary
leeward,afã a mframa bọ kọ họ,0,02_english-twi-dictionary
left-hand rule,Nsa bɛnkum ho mmara,0,08_hs_physics_twi_parallel
legislation,mmara a efri mmarahyɛ badwam,0,11_hs_us_history_twi_parallel
legislative branch,aban fa a wɔhyɛ mmara,0,11_hs_us_history_twi_parallel
legislative branch,fa a ɛhyɛ mmara,0,05_elementary_social_studies_twi
legislative branch of government,aban mu fa a ɛhyɛ mmara,0,05_elementary_social_studies_twi
legitimation by subsequent marriage,legitimatio per subsequens matrimonium,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
legitimize,wonam mmara so agye atom,0,09_Twi-Dictionary_parallel
legless,obi a onni nan,0,09_Twi-Dictionary_parallel
legs of a right triangle,traiangil a ekura ɔfa 90 ase,0,04_mathematics-glossary
leguminous plant,adua abusua no mu dua biara,0,07_hs_living_environment_twi_parallel
lemming,aboa bi a ose kusle,0,09_Twi-Dictionary_parallel
lemming,otaa di neho dom,0,09_Twi-Dictionary_parallel
lemonade,nsa dokodoko bi a ano ye hyeɛ,0,09_Twi-Dictionary_parallel
lemur,aboa bi a ose kwakuo/asoroboa a owo nwii bebree,0,09_Twi-Dictionary_parallel
lending or borrowing of money,a-bosea-pe,0,17_A Dictionary of the Asante and Fante Language_mono
lending or borrowing of money,bosea-bo,0,17_A Dictionary of the Asante and Fante Language_mono
lens,ahwehwe adeɛ bi a wohwe mu hunu adeɛ yie/adeɛ bi kɛseɛ,0,09_Twi-Dictionary_parallel
leonine,"ote se gyata, na wode fre oberima a owo tifi-nwii ne abo-dwese kuhaa",0,09_Twi-Dictionary_parallel
lesbian,emmaa a wone mmaa,0,09_Twi-Dictionary_parallel
less,kũmā a ennu ebi,0,02_english-twi-dictionary
lest,na àmma sɛ ebia,0,02_english-twi-dictionary
let,de odan ma gye akatua,0,09_Twi-Dictionary_parallel
let,dze dan ma gye akatua,0,09_Twi-Dictionary_parallel
lethargic/lethargy,w'ahooden ene w'anigyeɛ asa,0,09_Twi-Dictionary_parallel
lettuce,afifideɛ bi a n'ahaban soso a wodi fra salad,0,09_Twi-Dictionary_parallel
leucine,lusen amino asede bi,0,07_hs_living_environment_twi_parallel
leukaemia,yadeɛ kɛseɛ bi a ɛseɛ mogya,0,09_Twi-Dictionary_parallel
leukemia,leukemia mogya mu kokoram,0,07_hs_living_environment_twi_parallel
leukocyte,lukosaete mogya mu nkwammoa a wɔko tia nyarewa,0,07_hs_living_environment_twi_parallel
levee,Pampim a ɛwɔ nsuano,0,03_science-glossary
level,nea ehọ or eso tã,0,02_english-twi-dictionary
levels of precision,ne perepereyɛ gyinabea sɛnea ne pɛyɛ te,0,04_mathematics-glossary
lever,biribi a wode di dwuma ede nya afoforo ema woye biribi,0,09_Twi-Dictionary_parallel
leverage,nhyɛ a wode di dwuma,0,09_Twi-Dictionary_parallel
leverage,otumi nya nnipa so nkentenso,0,09_Twi-Dictionary_parallel
leviathan,epo mu nsuboa kɛseɛ te se bonsu,0,09_Twi-Dictionary_parallel
lewd,yɛ or pɛ aniwude,0,02_english-twi-dictionary
liberal,biribiara ho kwan a woma,0,09_Twi-Dictionary_parallel
liberate,dɛ obi hō kyɛ no,0,02_english-twi-dictionary
libertarian,obi a odwene faahodle ma afoforo,0,09_Twi-Dictionary_parallel
liberty,ehō kw da hō mã,0,02_english-twi-dictionary
library resources,nneɛma/mfiri a ɛwɔ nhomakorabea,0,05_elementary_social_studies_twi
librettist,obi a otwero enwoma ho nsem,0,09_Twi-Dictionary_parallel
license,wonam tumi so ma obi hokwan bi,0,09_Twi-Dictionary_parallel
licensee,obi a wama no biribi ye hokwan,0,09_Twi-Dictionary_parallel
lichen,afifideɛ bi a ɛtenetene fa,0,09_Twi-Dictionary_parallel
lien,akwanya sɛ wode kora obi agyapadeɛ kɔpem sɛ wɔbetua ne ka,0,16_Twi-census-Glossary_parallel
life cycle,Abrabɔ mu mpɛnpɛnsɔɔ ahodɔɔ,0,03_science-glossary
lift,ko tàm adesoa no bẽra,0,02_english-twi-dictionary
ligament,ɛnam a ɛfam dompe ho,0,07_hs_living_environment_twi_parallel
light,fẇimfẇ ade ko sõrosõro,0,02_english-twi-dictionary
light,hyeṅ or pò só kwaṅkyere kanadaṅ,0,02_english-twi-dictionary
light metal,dade a emu yɛ hare,0,06_hs_chemistry_twi
light microscope,maakurosukopu a ɛkura afidie a yɛde bue mfonini mu yɛ no kɛseɛ,0,07_hs_living_environment_twi_parallel
light-dependent reaction,fotosentesese dwuma a ɛdi kan asisɛm ho nneyɛɛ a ɛgyina kanea so,0,07_hs_living_environment_twi_parallel
lightminded,nea ne ti nsõ no soa,0,02_english-twi-dictionary
lightning,any. si or duru duam,0,02_english-twi-dictionary
lightning,osr. apae asi no so,0,02_english-twi-dictionary
like common denominators,nɔma a wotumi de hyɛ nɔma biara ase,0,04_mathematics-glossary
like terms,nea ɛwɔ ha wɔ ha,0,04_mathematics-glossary
likewise,Saa ara nso na,0,08_hs_physics_twi_parallel
likewise of a woman,Baduwa,0,17_A Dictionary of the Asante and Fante Language_mono
lily,lili dua a ɛkura nhwiren kɛseɛ,0,07_hs_living_environment_twi_parallel
lime,obo a wohye de ye ak,0,02_english-twi-dictionary
limestone,laemoboɔ ɛboɔ a yɛde yɛ suminti,0,07_hs_living_environment_twi_parallel
limit,bo or to fuhye,0,02_english-twi-dictionary
limit,sisi ahye so nnua,0,02_english-twi-dictionary
limited government,aban a enni mu/ensi pi,0,11_hs_us_history_twi_parallel
limited resources,nneɛma/mfiri a ne dodow wɔ anohyeto,0,05_elementary_social_studies_twi
limited-English-speaking household,fidua a emu nnipa ntumi nka Brɔfo kasa yie,0,16_Twi-census-Glossary_parallel
limiting factor s,deɛ ɛma nkwadeɛ bi ano pem,0,07_hs_living_environment_twi_parallel
limiting nutrient,nnuanennuro a ɛma nkwadeɛ bi ano pem,0,07_hs_living_environment_twi_parallel
limp,ye or si si,0,02_english-twi-dictionary
line graph,Nkonta mu nsensaneɛ nfonin,0,03_science-glossary
line graph,akontaabu mu nsesaneɛ ho nfonin,0,04_mathematics-glossary
line item veto,tumi a manpanyin wɔ a ɔde yɛ mmoguo,0,11_hs_us_history_twi_parallel
line symmetry,nsesaneɛ a etwa sɛso,0,04_mathematics-glossary
linear accelerator,Anyinam nnewa a ɛsa so,0,08_hs_physics_twi_parallel
linear equation,akontaabu mu pɛyɛ asɛm,0,08_hs_physics_twi_parallel
linear equation,nsesaneɛ a wɔde nɔma akyerɛw a pɛyɛ wom,0,04_mathematics-glossary
linear inequalities,nsesaneɛ a wɔde nɔma akyerɛw a pɛyɛ nnim,0,04_mathematics-glossary
linen,abũrokyiri or asãwa ṅwera,0,02_english-twi-dictionary
"linen ṅwera bought of the Europeans, which the negroes wear as mourning after having variegated it with red and black stripes. pr. 387.",adiṅkárá,0,17_A Dictionary of the Asante and Fante Language_mono
liner,Nsamu po so hyɛn a ɛfa nnipa/ntama a wɔde sɛ ɔfoforo mu,0,08_hs_physics_twi_parallel
linguist,ọkasa ahoro hõ nimdefo,0,02_english-twi-dictionary
linked gene,nkwadeɛ mmienu biara wɔkɔ bom,0,07_hs_living_environment_twi_parallel
lint,ṅwera a woayiyi no asãwa,0,02_english-twi-dictionary
lipase,lipase aduro a brɛboɔ de yam sradeɛ,0,07_hs_living_environment_twi_parallel
liquefy,ma ade dan nsu,0,08_hs_physics_twi_parallel
liquid crystal,nsu a ɛda ahwehwɛbo su adi,0,06_hs_chemistry_twi
list,nneema horo diṅ ṅkoreṅkore ṅh.,0,02_english-twi-dictionary
"lit. after or behind the castle, castle being used as the personification of the English Government; this oath referring to the last rising in 1900 in Ashanti",Abañakyi,0,10_ashantiproverbst00rattuoft_parallel
"lit. queen of stones very hard white stone, quartz.",o-bo-hémmā,0,17_A Dictionary of the Asante and Fante Language_mono
"lit. some one's property, a servant of a high person",obi-adé,0,17_A Dictionary of the Asante and Fante Language_mono
"lit. to cover scil. the food and sleep, i. e. to fast; to go to bed without having eaten",bua da,0,17_A Dictionary of the Asante and Fante Language_mono
literacy test,akyerɛw ne akenkan ho sɔhwɛ,0,11_hs_us_history_twi_parallel
literally,Traa mu yɛrefa asɛm no saa a,0,08_hs_physics_twi_parallel
literary nonfiction,asɛnkyerɛw a ɛyɛ nokwasɛm,0,13_ela_twi_parallel
lithosphere,Ewiem fa a ɛwɔ nduraho,0,03_science-glossary
litigious,nea opẹ asem adi,0,02_english-twi-dictionary
live-in employee,dwumayɛni wɔ efie hɔ,0,16_Twi-census-Glossary_parallel
livelihood,nea wonyã de trã ase,0,02_english-twi-dictionary
living things,abɔde a nkwa wom,0,03_science-glossary
loan secured by real estate,bosea w’agye na wode agyapadeɛ asi awowa,0,16_Twi-census-Glossary_parallel
loathe,.. hõ ye.. ahĩ,0,02_english-twi-dictionary
loathe,.. hõ ye..ṅwini or ṅwuṅ,0,02_english-twi-dictionary
lobbying,wore wurewuram sɛ wo nsa bɛka biribi,0,11_hs_us_history_twi_parallel
lobbyist,nnipa a ɔwurewuram de hwehwɛ biribi,0,11_hs_us_history_twi_parallel
local,nea ɛwɔ mpɔtam hɔ,0,05_elementary_social_studies_twi
local housing market,adansie ho dwa a ɛwɔ mpɔta mu,0,16_Twi-census-Glossary_parallel
lock,daagoow 2. to mu,0,09_Twi-Dictionary_parallel
lock,obI nntumi nnyɛ biribi,0,09_Twi-Dictionary_parallel
locker,biribi - tesɛ adaka a wɔtumi to mu safoa,0,09_Twi-Dictionary_parallel
locker room,adan a wɔtoto mu nsafoa,0,09_Twi-Dictionary_parallel
locket,adwinneɛ bi a wɔde to kɔnmuadeɛ ano,0,09_Twi-Dictionary_parallel
lockjaw,apantan a aka mu,0,07_hs_living_environment_twi_parallel
lockout,adwuma-wura a ɔto n'adwuma mu ekosi sɛ ɔne n'adwumayɛfoɔ bɛka ɛho nhyehyɛɛ awie ansa,0,09_Twi-Dictionary_parallel
lockout,adwumayɛfo a wɔka wɔn si abɔnten,0,11_hs_us_history_twi_parallel
locum,ɔsɔfoɔ anaa ɔyare-hwefoɔ a ɔyɛ ne nua sɔfo anaa,0,09_Twi-Dictionary_parallel
locution,okwan titiriw a obi fa so kasa,0,09_Twi-Dictionary_parallel
lodge,"soɛ 3. te, tse",0,09_Twi-Dictionary_parallel
lodge,"soẹ obi, - fi",0,02_english-twi-dictionary
lodger,obi a ɔte obi fie tua ɛho ka,0,09_Twi-Dictionary_parallel
lodgerheads,nnipa mmienu a wɔn ani nhyia - wotaa ham/wɔko,0,09_Twi-Dictionary_parallel
lofty,"ana ɛtra nton 3. sronsɔn, sronsɔron",0,09_Twi-Dictionary_parallel
log,dablara daa asɛm twerɛtoho,0,09_Twi-Dictionary_parallel
loganberry,aduaba bi a ɛho yɛ kɔkɔɔ,0,09_Twi-Dictionary_parallel
logger,nnipa bi a n'adwuma ne sɛ otwa nnua wɔ kwaɛ mu,0,09_Twi-Dictionary_parallel
logging,obi twa nnua anaa egya tɔn,0,09_Twi-Dictionary_parallel
logic,"adwennen ho nimdeɛ, adwendwen ho nyimdzee",0,09_Twi-Dictionary_parallel
logical argument,anodisɛm a nyansa wɔ mu,0,04_mathematics-glossary
logical reasoning,nyansa ho adwenefa nsusuwho a ntease wom,0,04_mathematics-glossary
logician,obi a ɔka asɛm a ɛtɔ asomuu,0,09_Twi-Dictionary_parallel
logistical,biribi a ɛfa ahyehyɛdeɛ bi adwumayɛ anaa ne nneɛma bi ho,0,09_Twi-Dictionary_parallel
logistics,ahyehyɛdeɛ bi nneɛma anaa ne dwumdie a ɔde boa emufoo,0,09_Twi-Dictionary_parallel
logjam,nsɛmdenden bi a nnipa bi anntumi anni ho dwuma na' wɔre-besakra no,0,09_Twi-Dictionary_parallel
logo,adwuma bi ahyɛnsodeɛ a ɔde tare ne nneɛma ho,0,09_Twi-Dictionary_parallel
loin,"asen 2. dwonku, dwonkuo, dwonku",0,09_Twi-Dictionary_parallel
loincloth,ntomasin a wɔdekata adagya so,0,09_Twi-Dictionary_parallel
loiter,di or see bere,0,02_english-twi-dictionary
loiter,àkúrodo na oṅam tẅẽ dã,0,02_english-twi-dictionary
lollipop,tɔfe bi a wɔde asina dua so a ɛho yɛ yurududuu,0,09_Twi-Dictionary_parallel
lollipop lady,ɔbaa a n'adwuma ne sɛ ɔhwɛ ma mmɔfra tware kai kwan mu,0,09_Twi-Dictionary_parallel
lollipop man,ɔbarima a n'adwuma ne sɛ ɔhwɛ ma mmɔfra tware kai kwan mu,0,09_Twi-Dictionary_parallel
lolly/lollies,tɔfe bi a wɔde asina dua so a ɛho yɛ yurududuu,0,09_Twi-Dictionary_parallel
long,"ntsent-sen 2. ware, war 3. kyɛ, kyɛr 4. kɔn dɔ 5. ntoboaseɛ",0,09_Twi-Dictionary_parallel
long,wododō woṅ yam sũ,0,02_english-twi-dictionary
long jump,agodie bi a wɔhwɛ sɛ-nea obi betumi ahuri atwe ne mu kese,0,09_Twi-Dictionary_parallel
long undisturbed possession of,Adom,0,19_Gold Coast Akan Laws and Customs and the Akim Abuakwa Constitution_mono
"long, a long time, a long while",dàbi-dàbí,0,17_A Dictionary of the Asante and Fante Language_mono
long-life,nneɛma bi a wɔyɛ ma etumi kyɛ,0,09_Twi-Dictionary_parallel
long-lived,biribi a etumi tena ho berɛ tenten,0,09_Twi-Dictionary_parallel
"long; n'anim b. he is long-faced, long-visaged.",bánsoṅń,0,17_A Dictionary of the Asante and Fante Language_mono
longhand,nsa a wɔde twerɔ adeɛ,0,09_Twi-Dictionary_parallel
longing,anigyina 2. w'atwɛn abrɛ,0,09_Twi-Dictionary_parallel
longitude,asase ńfẅeso korokorowa a eko ntenteṅ mu,0,02_english-twi-dictionary
longitudinal muscle,ɛnam tenten bi a ɛwɔ yafunu mu,0,07_hs_living_environment_twi_parallel
longitudinal wave,Amunimuni ahoɔden wɔ kwan tenten a ɛda ewiase atifi kosi atɔeɛ,0,03_science-glossary
"longsuffering bo, dwọ, & kye, to last.",abodwọ-kyere,0,17_A Dictionary of the Asante and Fante Language_mono
loo,tiafi anaa yaanee so,0,09_Twi-Dictionary_parallel
loofah,"lufa sapɔw, lufa sapɔ, lufa saw, 2. sapɔ",0,09_Twi-Dictionary_parallel
look,ehō or ani te se,0,02_english-twi-dictionary
look,tutu ani fẅe or kyere,0,02_english-twi-dictionary
look after,biribi ho asodie da wo so,0,09_Twi-Dictionary_parallel
look back,dwene nneɛma a atwam ho,0,09_Twi-Dictionary_parallel
look on,wode w'ani hwɛ adeɛ/wohwɛ so,0,09_Twi-Dictionary_parallel
look out for,w'adwen a wɔde hunu biribi/hunu,0,09_Twi-Dictionary_parallel
look through,hwehwɛ biribi mu yie,0,09_Twi-Dictionary_parallel
look to,w'ani da obi so,0,09_Twi-Dictionary_parallel
look up to,obuo a wode ma obi,0,09_Twi-Dictionary_parallel
look upon,wode adeɛ bi asusu biribi sɛ ɛne no,0,09_Twi-Dictionary_parallel
look-in,wannya berɛ annyɛ biribi esian nkyeresoo/ahokyɛrɛ nti,0,09_Twi-Dictionary_parallel
lookout,hwɛ kwan 3. hwɛ bribi kwan 4. ɔwɛnfoɔ,0,09_Twi-Dictionary_parallel
loom,biribi a ebesi ntem,0,09_Twi-Dictionary_parallel
loony/loonies,nneyɛ bi a ɛyɛ abodamsɛm,0,09_Twi-Dictionary_parallel
loony/loonies,obi a wɔbu ne nneyɛ sɛ bodamsɛm/agyimisɛm,0,09_Twi-Dictionary_parallel
loop of Henle,saabo no fa bi,0,07_hs_living_environment_twi_parallel
loophole,ntokuro deda biribi mu,0,09_Twi-Dictionary_parallel
loophole,w'agyigya biribi mu ama wannyɛ deɛ mmara ma hokwan sɛ ɔyɛ,0,09_Twi-Dictionary_parallel
loose,ade ahéṅhaṅ n'ani so,0,02_english-twi-dictionary
loose constructionist,wɔn a wɔmmpɛ sɛ ɔman mmara bɛyɛ kyenkyenee,0,11_hs_us_history_twi_parallel
loosen,"gyaa: 3. san, sane 4. hodwo",0,09_Twi-Dictionary_parallel
loot,"afow adeɛ, afow adze",0,09_Twi-Dictionary_parallel
looter,otu dan ase/ɔfo nkrɔfoɔ nneɛma,0,09_Twi-Dictionary_parallel
lop,"twa 3. kuruw, kuru",0,09_Twi-Dictionary_parallel
lope sided,ofa baako so kyɛn baako,0,09_Twi-Dictionary_parallel
lordly,obu neho kyɛn afoforo,0,09_Twi-Dictionary_parallel
lose,ennl wo nsem blow,0,09_Twi-Dictionary_parallel
lotion,nkuu bi a wɔyɛ no nsuo pikaa,0,09_Twi-Dictionary_parallel
lottery,kyakyatoɔ a egyina tiɛ so,0,09_Twi-Dictionary_parallel
lotus,afifideɛ bi a ɛso nhwiren a ɛfifiri nsuo ho,0,09_Twi-Dictionary_parallel
lotus eater,ote yie a ɔnnwene hwee,0,09_Twi-Dictionary_parallel
lotus position,obi tena fam koakoa ne nam hyɛ n'asɛm sɛ kramon,0,09_Twi-Dictionary_parallel
loudspeaker,Nnyegyeɛ a obi te kasa afiri,0,08_hs_physics_twi_parallel
lounge,asaso a wotɛna gye wo ahome,0,09_Twi-Dictionary_parallel
lousy,ade bi a ɛnnyɛ anaa ɛnnsombo koraa,0,09_Twi-Dictionary_parallel
lout,obi a ɔnnkyerɛ buo,0,09_Twi-Dictionary_parallel
loutish,obi a ɔmmu adeɛ na' ɔyɛ ankɛden,0,09_Twi-Dictionary_parallel
