page,twi,eng
74,bu tew,to neutralize or cancel a debt by balancing against it an equal amount owed by the creditor
74,bu,"To account (one) for, consider, think, deem, judge (one able, capable, apt, fit), acknowledge as; to estimate, esteem, respect, honour"
74,bu.. abomfiā,to despise
74,bu.. animtiā,"to despise, disregard, hold in contempt"
74,bu,"To observe, pay attention to, regard with care"
74,bu.. bra,"to behave, conduct, bear or carry one's self"
74,bu brakyéw,"to behave, conduct, bear or carry one's self"
74,bu mañ,to observe the social or civil duties
74,bu mañ kwañmu a wompam',to administer judgment impartially
74,bu.. bem,"to pronounce sentence in favour of a person in a law-suit, to acquit of an accusation"
74,bu.. fo,"to give (bring in) a verdict, pass sentence against a person, to pronounce guilty, condemn"
74,bu.. nteñ or ateñ,"to decide, judge, pronounce judgment"
75,bu,"judge, to decide a case, to give, pass or pronounce sentence or judgment on (upon) or against"
75,bu mu,"to bring to a decision, do away with (a case)"
75,bu nteŋkyew,"to judge unrighteously, to pass an unjust sentence, to pervert judgment"
75,bu ananateŋ,"to pronounce an unfair, partial judgment, to judge partially"
75,bu be,"to speak, utter, use a proverb, to make a proverb"
75,de bu be,to turn into a proverb
75,bu,in combination with nouns of place and relation
75,abu,"fall, ruin, overwhelming calamity, disaster, great misfortune"
75,bù bu,"plenty, abundantly"
75,bua,"to cover, to shut, close, esp. with so"
75,bua da,"lit. to cover (scil. the food) and sleep, i.e. to fast; to go to bed without having eaten"
75,bua,to come down upon
75,bua,"to grow thick, bushy, luxuriantly, rankly (esp. of climbers); to flourish"
75,bua,"to answer, reply"
75,bua,to congratulate
75,bua sō,"to charge or upbraid with, to reproach, to scold or abuse by reminding one of some reproachful deed or matter, to cast something in the teeth of"
75,bua nteŋ,to conclude
75,abúa,tobacco-pipe
75,abuabuagyásò,asaŋka tratrã bi a wode bua aduaŋ so wo gyaso
75,abuadú,"fasting, fast, abstinence from food"
75,buber,harvest (of Indian corn)
75,bubu,"to break or bend repeatedly, to double, fold"
75,bubu,to break many things simultaneously; to break in many pieces; to pluck
76,o-bubuafɔ,"a man lamed by sickness, palsy; okasa bubuafɔ, a lame i.e. awkward language or manner of expressing one's self."
76,mbubui,F. s. mmubui.
76,abubummaba,"a kind of worm or moth; ab-aŋwéne, the case (made of broken little sticks) in which it lives, pr.658."
76,abubummā,"a kind of worm or moth; ab-aŋwéne, the case (made of broken little sticks) in which it lives, pr.658."
76,Obubuo,"name of a month, about November."
76,abubur,"pl. m-, F. = aburuburu, Mt.21,12."
76,abubu-w,"1. public inquiry after something. 2. wailing, crying, from grief, sorrow, fear, for help in consternation and distress; the noise made by the people whilst sheep are being offered to the river-spirit (at Akwam); - obo ab. = oresū na oredi ŋkommo, he wails, laments; ab., wommó nò kwa."
76,abubu-o,"1. public inquiry after something. 2. wailing, crying, from grief, sorrow, fear, for help in consternation and distress; the noise made by the people whilst sheep are being offered to the river-spirit (at Akwam); - obo ab. = oresū na oredi ŋkommo, he wails, laments; ab., wommó nò kwa."
76,abubuw-bɔ,"inf. wailing, lamentation."
76,bue,"[red. buebue] to uncover, disclose, cf. bua. 1. tr. to open (obue n'ani, n'ano, ne nsam', ŋhōma mu, he opens his eye, mouth, hand, a book); bue adaka no (so), open the box; kobue poŋ, open the door (syn. hie); bue oḍan no (ano), open the house; diff. tu ano, sāŋ, - 2. bue..āno, to initiate, inaugurate, dedicate: yereko-bue asoreḍan āno, we are going to dedicate a chapel. - 3. bue so, to clear (land) from trees: obue n'asase so, he cuts away the trees on his piece of ground, so that the sun may shine on the land. - 4. bue to so, to turn over (the leaf of a book). - 5. intr. to open, be open: opoŋ no abue (syn. āno da ho), the door is open; n'ani abue or ada ho, his eye is open; n'aḍwenem' abue or ada ho, his mind is clear; ne tirim bue, his conscience awakes."
76,buebue,"red.v., s. bue; anim rebuebue = anim rebaebae, the day breaks. [G. hie gble.]"
76,búé búé,interj.
76,buépéŋ,"a page or pair of two opposite pages in a book; cf. kratāfā; wakaŋ mā aka b. kakra bi na waẅie, he has read it nearly through, he has read it all excepting a few pages."
76,bufo,"F. reaper. Mt.13,30."
76,o-bufo,"sloven, dirty fellow; slut, slattern; s. búru, búrum'."
76,búfúà,s. bofua.
76,abufuw,"-fuo, inf. [ebo fuw] anger, wrath, passion; fa or nyā ab., to grow angry; yi.. ab., to excite to anger; oye ab., he is irascible."
76,o-bufu-fafɔ,"pl. a-, an irascible man, easily provoked or offended."
76,abufu-hyéw,"hot anger, wrath, fury."
76,abufu-nim,"[anim] an angry countenance. Prov. 25,23."
77,abui,"needle, especially a large one; cf. pāne, dorowa."
77,mbui,"F. breaking, fall. Mt.7,27."
77,bukaw,"v. 1. to bend: ob. ne basa, he bends his arm; ob. ne nsa to n'akyi, he puts his hand on his back; b. wo nan to so, cross or bend your legs. — 2. to break, crack, flaw, i.e. to bend a thing so as to occasion a flaw in it, but not entirely to break it; cf. bu, 6. — 3. to shift from one master to another, to desert one, cf. guaṅ."
77,bûkú,"F. pl. m-, = brûkú, book."
77,bukyíá,"F. s. mukyia, muka."
77,bum,"v. to spread; to spread or lay over; to cover a place or a thing completely; wúrá no abùm kusū, (= ayē ahabaṅ bebrē na aye fefefe) that bush has grown rank and luxuriant, filling a wide space with its foliage; woto asawu bum mpatā so ansā-na woyiyi woṅ, a net is spread for the fishes before they are caught; 9de ntama abum no so = akata obi (a.s. naṅkasa) so; fa bum me so = kata me so! [red. bummum.]"
77,búm,"pl. a-, a spreading or thorough movement or effect: gua bo bum, the whole assembly rises at once (s. bo 7); woasore bum = prekō, they have got up in a state of confusion; oguaṅ no abēbo m'abūro mu b., that goat has made havoc in my maize, has eaten a good portion of my corn; woabo yeṅ abum, they have put us into confusion; woabo aguabum, they have brought the market into confusion; ebōo b. no, when the confusion began; abogyabum, covering or bespattering with blood by blows."
77,búm,"adv. severely, thoroughly, very much; obōo no ara bum prekō, he gave him one severe blow; wobobōo ūṅuaṅ no ara búm bum bum, they gave or dealt the goats vigorous blows; omaṅmufo taṅ abaṅmufo b."
77,buma,"v. to catch, seize, take by force (nnipa, mmoa, mpatā); buma oguaṅ no bēra, catch that sheep and bring it; wobebumaa no akoṭoṅ no, they pounced upon him and took him away to sell him. [red. bumabuma.]"
77,bummum,"red. v., s. bum."
77,e-buṅ,"a. Ak. bunu, pl. a-, green, unripe; akutu-búṅ, an unripe orange. pr. 2344. cf. obabuṅ. — e-bun, F. unripeness."
77,e-buṅ,"pl. a-, abyss, gulf; the depth of the sea; amōa a emu do a ewō nsum'."
77,abu-nnam',"[nea obu nná mu] he who cuts off one's days, an appellation (or title) of kings; cf. okumnipa."
77,buṅkam,"v. (so), to surpass, exceed, be superior to (in number, valour, power, force): eḍom b. wo a, wuguaṅ, if the enemy is too strong for you, you flee; wob. yeṅ, woab. yeṅ so, they surpass us in number; wanyā ade mā ab. so, = akyeṅ so, atra so, he has grown enormously rich; agofo horow abieṅ a wohyiae no, se atififo b. anafofo so nti, anafofo antumi woṅ."
77,abúntwẹre,"a green, hard, unripe fruit; akutu no ye ab., the orange is unripe; s. buṅ."
78,abunu,a kind of great drum
78,obuobi-kwaw,a kind of bayere
78,bupé,a kind of cloth from Toam
78,abu-pén,"part, portion, share, the result of a division"
78,bu-prekŏ,"a bit, morsel, or piece, broken off by a single breaking"
78,abúrà,"well, cistern"
78,abŭrów,"maize, Indian corn"
78,abŭro-bétém,cone or ear of Indian corn
78,abŭròbía,"a plant growing frequently in the vicinity of towns, with red flowers and black seeds; Canna Indica or speciosa"
78,abŭro-bu,the plucking of the ears of maize; corn-harvest
78,abŭro-búa,"a short tobacco-pipe made of clay, clay-pipe made in Europe"
78,abŭrò-dómā,"maize full-grown, but not yet quite ripe, as roasted and eaten by the negroes"
78,bŭró-dùá,"the plant or stalk of Indian corn; the spike of a plant of maize, in which the kernels sit; a cone of maize from which the grains have been picked"
78,abŭroduań,food or dishes prepared of maize
78,bŭró-fúa,a single grain of Indian corn
78,abŭro-fúw,a plantation of maize
78,abŭro-gŭá,"a European chair, arm-chair, chair with a back"
78,abŭro-guańe,ripe ears of Indian corn
78,bŭro-gya,matches
78,bŭró-hóno,the husk or covering of the cars of maize
78,bŭro-kù [ńkŭ],"pomade, pomatum"
78,bŭro-kŭruwa,"a European jar, can, cup, mug &c"
78,burokúruwá,pomegranate
78,Abŭròkyiri,"the white man's country, Europe and América respectively"
78,abŭrokyiri-sŭā,Turkey-red cloth
78,bŭro-nań,the stalk of maize
78,o-bŭróní,"European, white man; mulatto"
78,bŭró-ònyă,Christmas and New-year's-day
78,bŭro-ùño,"European oil, olive-oil, sweet-oil"
78,abŭro-pata,pr. 680
79,abŭro-tséń,F. abŭro a abo yiye pe; s. teń 2.
79,abŭro-wĭ,wheat. D. As.
79,buru,"filthiness, dirtiness, uncleanness, slovenliness, sluttishness; ne b. nti wo nè no didi a, enye de. — óyè b. (e.s. ue hō wo fi na ne fi ntew), he is a filthy, dirty, unclean fellow, a sloven; cf. ohem-muru; burum, obufo."
79,buru,v. s. buruw.
79,bŭrŭbŭru,"bbb., adv. entirely, totally; odi me nyā b. = obu or oye me akoa papa. [G. blublu.]"
79,aburuburuw,"pl. m-, a species of dove; pr. 681. (ue mmārań te se akoko de.) F. abubur."
79,bŭrŭkŭ,"F. bŭkŭ, pl. m-, book."
79,burukŭruwá,a large tree and its edible fruit similar to a pomegranate but larger and with larger seeds.
79,bŭrŭm,"a filthy, dirty, unclean fellow; sloven; slut, slattern; oye b., oye nehō b. = oye nehō fĭfi; s. buru, obufo."
79,o-bŭrŭm,a large quadruped; pr. 682.
79,aburu-nsummà-bĕń,a species of dove (red).
79,buruw,"v. to break down, demolish (odań n.a.); syn. dẅiriw; to tumble down, fall to ruin; amōa no ab., the sides of the pit have broken down; ne fwene buru gu n'anom', he has his nose smashed, knocked into his mouth, pr. 584"
79,aburuwá,"pl. m-, 1. nautẅi ab., heifer, young cow, that has not yet calved. — 2 = afănā, a female slave, especially one from the interior with marks cut in her face."
79,aburuwá-ba,"pl. mmuruwá-mma, a vile, despicable person."
79,busu,"s. mmusu, ahabusu, abusude &c."
79,abusūá,"F.-sŭia, pl. m-, family, kindred, relatives, especially the relations of the mother's side; one of the original families of the Tshi nation. — bo ab., to join a family or tribe. pr. 683-7."
79,abusūa-bań,"sort of family or people; mo ab., moye aẅi! you are a thievish family!"
79,abusūa-bo,"inf. wufi kūro bi so aba na abusūa biara a wote ne diń a.s. wufim', wode wohō akohyem'."
79,abusūa-bone,a sin hereditary in a family.
79,abusūa-dé,"something hereditary, inborn, inbred, innate; bayi ye ab.; eye no ab."
79,abusūa-dŭa,the tail i.e. cord or tie which connects a family.
79,abusūa-kúw,"family, tribe, clan. [pr.686."
79,abusūa-măń,tribe.
79,o-busūá-ni,"pl. a-fo, relation, relative, kinsman; syn. oni."
79,abusūa-yàré,"family-distemper, hereditary disorder."
79,o-busūa-panyiń,"the head of a family, pr. 687. F. abusūa-mpanyiń, patriarchs"
79,abusūa-pónni,a member of an important family. pr. 687.
79,abusu-dé,"a wicked, mischievous thing or deed; ill luck, disaster, pr. 118. F. abomination, Mt. 24,15."
80,abusu-sɛm,"wicked, mischievous words, behaviour, or conduct; blasphemy; cf. mmusubo."
80,o-busufo,"a wicked, mischievous man, s. obusuyɛfo; a frolicsome fellow; a rogue (facetiously); oburoni yi yɛ ob., ote yɛn kasa, this European is a rogue, he understands our language."
80,o-busuyɛfo,"a wicked man doing mischief in secret; rogue, knave, villain, scoundrel. pr. 119."
80,o-butew,"compensation, the payment of a debt by a credit of equal amount; reciprocation, mutual return; ob. ne sɛ: wodɛ bi ka na ono nso de wo bi na mode atua; a. s. ono afa ne tirim' a, wo nso afa wo tirim; s. bu 20."
80,butu,"s. butuw, abotu."
80,Obutu,"pr. n. of the language of Sanyā, Afutu Bereku, Simpā (Winnebah), Apā, cf. Gr. Introd. § 5,2."
80,bútū,"completely &c. very much, = korā, yiye, papāpa; odii aduan no b. (entirely), kā n'anim b. (sharply); wabɔ no ahohora b. (utterly)."
80,bùtubutu,"imit. adv. expr. the sound of drumming: wokā butubutuw, red. v. [akyene b."
80,bútu-nè-bètɛ,a kind of beads; s. ahene.
80,abutusɛm,s. abot...
80,butuw,"to overturn, turn upside down, upset; ob. n'agua, he turns his chair (as the negroes, from a superstitious notion, do when they rise); b. korow, to overthrow, capsize a canoe; - intr. to lie or stand upside down, to lie on the belly. - kɔŋkó (tómère) b. poŋ so, a tumbler stands upside down on the table; pr. 2023. abofra no de n'ani b. ne nā hō, the child laid its face against its mother. - b. aba so, to brood. - bata b. wo, your trade fails, goes amiss."
80,bútúw,s. tɛkrɛma-bútúw.
80,buw,"1. to sit on and cover eggs or young, as a fowl, to brood; osansa ko abuw = okoto ŋkesua na wada so na wasow, = okobutuw aba so, pr. 2776. - 2. to heap together, to keep together under a covering (abɛ, palm-nuts, till they begin to rot, - abūrow, maize, in a vessel or under ground, to malt it for making ahaī, beer). - 3. to spare, save, lay up: obuw ne sika de akɔware yere, he spares his money in order to procure through it a wife. - 4. to watch, keep sentry, guard; asrāfō buw abaŋ, soldiers guard the fort. - 5. to watch, lie in wait or ambush: obuw no okwaŋ so, he waylays him, s. tew; b. mogya, to lie in wait for blood. - 6. to watch or overtake one in the way in order to call him to account; cf. tware."
80,abuw,"inf., s. buw, v. 1."
80,e-buw,"nest, coop, cage, cot, cottage, hut, lodging; cf. berebúw, akokobuw; odaŋ bi a wofrɛ abosom nè asamaŋfo wo mu = obósómbúw, abosonnaŋ, asamaŋfredaŋ. - F. = ntama-daŋ, tent, tabernacle. [G. bu.]"
80,buwfréfó,= okomfó; onipa a otumi fre nsamaŋfo nè abosom nè mmonsam mā wobɛkā woŋ anom' asɛm.
80,bwe,"bwobua, F. = bue, buabua."
81,da,to lie (of a single person or thing)
81,deda,to lie (of many persons)
81,gu,to lie (of many things)
81,gugu,to lie (of many things)
81,da,"to be in a certain place, to be situated"
81,da,"to float, swim, be buoyed up"
81,da,to live in a place
81,da,to sleep (especially in the perf.)
81,da,to die
81,da,to be quiet
81,da,"to remain, rest"
81,da,to weigh down
81,da,"to curd, curdle, coagulate, congeal, thicken"
81,da,"da, Ak. = da so"
81,damba so,"to sit on eggs for breeding, to brood, hatch"
81,da adagyaw,to be naked
81,da adi,"to be manifest, evident, open or clear"
81,da dwɛn,"to lie and think, to meditate"
81,da fwɛ,to consider
81,da tirim,to sleep at a separate place
81,da fam',to be level
81,da ogya (hɔ),to sleep at the fire
81,da gyentia,to sleep at the fire
81,da hɔ,"to be manifest, evident, obvious; it is open, accessible"
81,n'aui da hɔ,"he is modest, sober, careful, attentive, mindful, heedful"
81,da hɔ,"da hɔ, = da so"
81,da hyia,"to border upon, to confine with"
81,da kāpūa,to importune
82,da mu,"to be or lie in or between; to be full of sores; to be heard among other voices and noises; to be guilty, in fault; to be bound, to be under obligation (to perform a duty)"
82,da mpãŋ,"to be or lay empty, open"
82,da ase,to lie under; to thank (lit. to lie down)
82,da so,"to lie or sleep upon; to sleep after having heard a message &c.; to go on, continue in doing something; to be wary, cautious, circumspect, heedful, careful"
82,da nsow,"he bears a mark, has a characteristic, is marked out or distinguished by some sign or character"
82,da nsram,to sleep with an empty stomach
82,da tirim fwɛ,"to consider, deliberate"
82,o-da,the country lies open to them
82,da,s. daw
82,eda,"a day (of 24 hours); a time definite or indefinite; all day; every day, always; all days, always; it comes at times, now and then, occasionally, seldom; it happens sometimes; a day or time (occasion) like this; this day week; one does not know what time brings; perhaps, peradventure; his days will soon be at an end; he has fixed a day, it is his intention; he has appointed him a day; he has deferred it for another time"
82,da,"at the end of negative sentences = da bi, any day, ever, or, together with the negation, never"
83,o-da,"grave, tomb"
83,nda,sleep
83,dā,to open (the mouth to put food in)
83,dā,"always, ever; continually, constantly, every day, daily; often; eternally; eternity"
83,da,"a little bell, as hung round the neck of sheep or dogs"
83,dawa,"a little bell, as hung round the neck of sheep or dogs"
83,menāse d.,the uvula in the throat
83,dabā,always
83,o-dabaŋ,bar of iron
83,adabampáréw,bar of lead
83,dabáŋkà,"iron crow, crow-bar"
83,o-dábáw,"(pair of) tongs; nippers, pincers"
83,dabedabe,dabodabo
83,da-bea,"dabere, dabew"
83,dabe-frama,climate
83,dabekyíri,"bed-room, sleeping-room"
83,dá-bèŋ,"which day or time, when?"
83,o-dábèŋ,red woollen stuff
83,dabere,taforo
83,dabereko,"flirtation, flattery, hypocrisy"
83,da-bere,"a place to lie on or sleep in, sleeping-place"
83,dabere-akyiri,dabekyíri
83,dá-bew,dabere
83,dàbi,"one day, one time, some time back, once, in time past, formerly"
83,dàbi,"some day, one day, some time, i.e. at a future time; another time"
83,dàbi,"any day, i.e. ever, together with a negation: never"
83,dàbi,"no, never; in this meaning it is the only remnant of a whole negative sentence"
83,dabí-ara,"any day, ever, at any time"
83,dabí-ara-dà,never
83,dàbídà,"no, never, not at all, by no means"
83,dàbi-dàbí,"long, a long time, a long while"
84,dàbího,dabi 1
84,dábō,"smooth, soft, said of cloth; syn. torotorotoro; opp. hūtūhūtū."
84,o-dabó,corn roasted while yet in the ear.
84,o-dabó,"antelope, - the general name, or only a species of antelope with horns, syn. abere. Other kinds are: obobiri, adowá, ofròté, okwádu, otwē, owansán, ewi. - 2. a kind of locust; abebew."
84,ada-bo,"previous attempt; oman-nhyiam' hō ad., a preliminary parliament."
84,dábòdábò,duck; mmraŋ: kwâkwâ.
84,adábra,odompo.
84,o-dabrabàfó,"deceiver, liar, hypocrite, impostor, rogue d'c. onipa a n'asem a okā nh. na biribi kotow akyiri; F. ndabrabanyi, Mt.6,16.7,5.16,3. - syn. okoṅkonsáni, okóntomponi; cf. unabrabá."
84,dada,Ak. = dedaw.
84,adada,a bluish earth brought up in digging gold before the fa which contains gold.
84,dādā,"red.v. 1. s. dā. - 2. to spread (of trees): dua a wotewe eṅkyee na adádā sē yi! - 3. to persuade, win over, to lull; pr.708.709. to cheat, deceive, delude, impose upon; syn. mā ti da, gyigye, sisi, di kusum; - inf. nnādā; onim abofra nnādā."
84,o-dadāfo,"deceiver, impostor, swindler. pr.710."
84,dadāda,"F. always, = dabā."
84,dadadaw,F. long long ago.
84,dadare,F. s. dare.
84,dadaw,"F. = dedaw, old; already, long ago."
84,adadaw,F. oldness. Mf. Gr. pr.101.
84,dadawm',s. dodōm'.
84,dade,"F., As. = asase."
84,dāde,"1. iron. - 2. pl. n-, iron instrument, tool, weapon, sword, dagger; woakā no or woato no dade = woakum no. - 3. the barrel of a gun (s. ohum)."
84,dade-bín,"slag, dross, or recrement of iron."
84,dade-gyá,"1. the first pain of a cut from a sharp iron. - 2. the flashing of bright iron; Nah. 2,4. cf. osekannya."
84,dade-kòfí,"tin-plate, white iron."
84,dade-kwàsí,iron-plate.
84,dade-kyéw,"iron cap, helmet, pr.589."
84,dadépóti,"a kind of beads, s. ahené."
84,dade-sèṅ,"iron pot, iron vessel."
84,dadewá,"a small piece of iron, nail, spike; cf. prego, darewa."
84,da-du,inf. day-break; wokōe fi d. so kopem anadwofā.
85,da-dú,ten days
85,dadú-dàbàkó,11 days
85,dadú-nnàmmień,12 days
85,dadu-nnannum,a fortnight
85,adadùonu,20 days
85,adadùasá,30 days
85,adaduanáń,40 days
85,daduianyi,deduani
85,o-da-dweń,"meditation (in lying down), care, mental anxiety"
85,adadwó,"anadwō, night"
85,dadze,"dade, iron"
85,dādze,"ase, fam', ground, shore, (on the) land"
85,dae,"v. d. mu = bae, guae mu, to separate"
85,dae,"(an unusual form) inf. [da]: dā ńkwā da nnipa ōbínā dae, eternal life lies ready for all men"
85,o-daé,dream
85,o-dae,a sickness of the stomach and belly
85,o-dáé,palm-wine of the preceding day
85,adae,"v. n., a place of rest or lying down"
85,adae,"a festival day, returning every forty-third day"
85,o-daéfó,one who causes separation or discord
85,adae-sō,inf. dreaming
85,o-dāesōfo,dreamer
85,adáfá,"bo ad., to call, decoy, allure, entice, persuade (gen. with a good intention)"
85,adafi,"twā ad., to betray, disclose, discover, show, give notice; to warn, forewarn, caution"
85,da-fúá,"pl. n., a single day"
85,dàgeré,sealing-wax
86,dàgo,"interj. it is a lie! nea wokā yi ṅhinā, d.! all that you are saying is a lie, a falsehood, is not true; huw d., to tell lies; cf. atoro."
86,dàguā,"clear, fair, bright, of a shining, radiating surface: afwɛfwɛ anim yɛ d., the looking-glass is fine, bright; omni ūkòmmó bi di nti, n'anim tweri or ayɛ d. = n'anim ṅhinā yɛ fɔfɔ, because he has no sorrow, he has an open, cheerful face."
86,adagyaw,"nakedness, nudity. — da ad., to be naked."
86,dagyawé,"a naked man. Tọ d. ṅkɔ a, aṅkā wogoru asafo dă, pr. 3284."
86,ada-gyew,"time, leisure: miunni ad., I have no time."
86,agyew,"time, leisure: miunni ad., I have no time."
86,da-gyé,"sleep-walking, night-walking; obọ d., he gets mad (gets up, runs about, fights) in sleep, is a somnambulist, lunatic."
86,dahá,"the leaf or leaves of the adobɛ, a species of palm-tree, used by the negroes to cover the roofs."
86,da-hó-à-éhome,a precious cloth in the possession of the kings of Asante.
86,da-huma,"pl. n-, a common (not festival) day; woṅkọ abosompow mu n. bi."
86,adáká,"pl. n-, box, case, chest, coffer, trunk, pr.713; (closet, cupboard;) rectangle, parallelogram."
86,adaka-baṅ,the manner or shape of a box &c.
86,adaka-bɛu,"pl. n-, harmonium, pianoforte, clavichord, organ; cf. abɛṅ."
86,adakamaṅ,"F. tombs; Mt. 23,29. = ada."
86,adakani,"(pl. id.) the lock of or for a box, case &c."
86,adaka-teṅ,a press for clothes.
86,dàkó,"one day; (oba sukū) dakoro dakoro, nnakoro unakoro, (he comes to school) only now and then; cf. dafua, dakyɛ, dabi. pr. 694.2114."
86,dàkóro,"one day; (oba sukū) dakoro dakoro, nnakoro unakoro, (he comes to school) only now and then; cf. dafua, dakyɛ, dabi. pr. 694.2114."
86,o-dakŭro,s. odekŭro & the foll.
86,adàkŭro,"nea oda kūrow, one who rules over the town."
86,o-daku-dwom,s. dwom.
86,dá-kyɛ,"some future day; in future; another time; abofra hyew ne nsa a, d. obefwɛ nehō yiye; afei de wakā wo hō asem yiye, d. de, obɛyaw wo. R. p. 165.—pr.902. [fr. ɛda & kyɛ, v.] Cf. dabi 2."
86,dákyɛ bi,"some future day; in future; another time; abofra hyew ne nsa a, d. obefwɛ nehō yiye; afei de wakā wo hō asem yiye, d. de, obɛyaw wo. R. p. 165.—pr.902. [fr. ɛda & kyɛ, v.] Cf. dabi 2."
86,dam',"da mu, to be or lie in &c. s. da 21. — dam, F. s. dem."
86,dàm,"[Dan.] draughts. — to d., di d., to play at draughts."
86,o-dám,"madness. — bo d., to go, grow or run mad; pr. 975. od. na ebo no, wabo d., he is mad; abo no d., it has driven him mad; cf. bo 12, gye."
86,dam,"a. red, scarlet; cf. obɛdàm, adam 1. 2., aniadam, damma, damɛ, damrām."
86,adám,"1. the crest of the cock. — 2. the shell of a kind of shellfish, red on one side, pr.714. — 3. a certain play or ceremony of hunters; osi adam n.s. wugoru abòfó, abommoyere, bommofó-agoru,"
87,dàmma,a small weight of gold equal in value to 2 pence 1 farthing
87,damma-bó,"the red seed of a certain shrub, used as a gold-weight"
87,o-dammá,"small house or room; cot, cottage"
87,ndamba,hereafter
87,nuamma,hereafter
87,adámmàkwàdwó,a by-name of the leopard
87,o-dam-mán,the kind or shape of a house
87,damaṅkama,dõm
87,damărām,a flower with vermilion leaves
87,damărāmm,"the shrub on which it grows; scarlet, cinnabar red"
87,damas,damask
87,dám`dám`,chequered
87,dámē,a red powder from iron ore
87,odámfó,madman
87,damfo,friend (used in addressing a person)
87,adamfo,"master, superior, patron; friend; host, who receives or entertains and lodges a guest"
87,adamfowá,hostess; the wife of the host of a house where journey-men are lodged and entertained
87,dámmirifŭa,he folds his hands and puts them between his legs; they condole with him by beating the drum
87,adámmó,madness
87,o-damóā,"grave, tomb, sepulchre"
87,o-dámpāṅ,a house or room with an open front
87,o-dampàrē,"rafter, spar, framework of a roof"
87,damrām,damărām
87,dam-ma,damărām
87,adám-sí,adam 3
87,dàṅ,"to apply to, to seek the protection of, put one's self under the protection of a man of distinction"
88,daŋ,"influence, give (one's self) over or up to, adhere to; to depend on"
88,daŋ,to appeal to
88,daŋ,to claim; to desire
88,daŋ,"to call in, demand, exact payment from"
88,daŋ,"clientship, a state of being under the protection of a patron"
88,daŋ',"to turn, to give another direction, tendency or inclination to; to change, alter; to turn, transform, change into, to become by a sudden transformation"
88,daŋ',"to convert, to be converted (into); to retract, revoke, recall, remove a curse"
88,daŋ gya,to leave
88,daŋ kyene,"to give up, relinquish"
88,daŋ mu,to alter
88,daŋ ani,"to turn one's face, i.e. to turn round; to turn the face, i.e. to change, pervert, subvert"
88,daŋ nsa,"to turn one's hand; to trade, negotiate"
88,daŋ asem,to turn the matter
88,o-daŋ,negro-house; room; apartment
88,o-daŋ-aŋò,"house-door, door-way, opening or entrance of a house"
88,odáŋánò-poŋ,the door by which the entrance-way is closed
88,dannaŋ,"to turn many times, repeatedly; to turn, move or throw this way and that way"
88,adannaŋ,"repeated changing, alternation"
88,adannaŋ-di,"change, changing, turn; abode, organic creature"
88,o-dannaŋ,a kind of yam
88,dánnaŋ-wè-abó,an unprofitable master
89,dáń-dùá,a tree (pole or stick) cut for the building of a house; timber.
89,o-dáń-ne-nà,"a kind of lizard = ntafontafo, s. oketew."
89,adanním,"front of a house; place in front of a house; wosi dań a, wópàw nnuá pa kyèń ad. ausā-na wokyeń adańkyiri, when a house is built, the best sticks are taken for the front, and afterwards the sticks for the back-wall are put in."
89,o-dàńká,"powder-flask, powder-horn, powder-case; cf. toa."
89,adàńkó,"hare. pr. 504. F. asòasò, asòkẹté. [pr. 692."
89,adańkum,s. adeńkum.
89,dańkwanseré,a kind of bat; s. ampań.
89,o-dáńkyeń,the side of a house.
89,adań-kyeń,the marking or lining out of the sides of a house and fixing the sticks for the walls; cf. adannim.
89,adáńkyíri,"the back, back-wall, rear of a house; the place behind a house; cf. adannim; mfikyíri."
89,o-dańmu,"the interior or inner part of a house; masiesie me d., I have put my house or room in order."
89,adańmudé,"bribes; syn. boā, anadwode; di or gye ad. = di mmoā, to accept bribes."
89,o-dáánó,the stick in a bird-trap on which the bird steps and causes the trap or snare to spring so that it is caught; the trigger of a springe; cf. nterewso.
89,o-dańńow,"a house in decay, out of repair, in a ruinous state."
89,adansá,"handcuff, manacle; woato no ad. or wode ad. ato nò, he has been handcuffed."
89,dānse,"F. dāse, mogya a abiri kō, gore, thick, clotted blood."
89,adánsé,"witness, testimony; evidence, proof; deposition of a witness; - di ad. (inf. adanse-di), to give testimony or evidence, to bear witness, to witness, testify; - hye ad., to call or take to witness; pr. 114.164. - wò adánse, thou art witness; onoara ad., he is witness."
89,o-dansefó,"one who gives testimony, a witness, deponent."
89,dansebẹ́re,s. daasebẹ́re.
89,adanse-krúm,false witness or testimony.
89,odansekrumfo,a false witness.
89,dáí-sò,"the upper part or floor of a house, garret; cf. abansoro."
89,dà-nsow,"easy to be known, remarkable, conspicuous, particular; pr. 3254."
89,da-nsow,"to be distinguished &c. ne ńkō ara na od. [oda ho a ote senea woahye no nsow; oyi densow, e.s. wo hō wo ade bi na nnipa ńhīnā nim wo; ne ti d. = esono ne ti ńkō, ete sẹ Onyańk. ahye no gyirae; onipa yi, ne duabań d., this man has a singularly formed body."
89,o-dantá,a kind of gun.
89,dánta,"under-garment, loin cloth of the negroes, = amòase, odenā, otām; wabo d."
90,dantabáṅ,circle
90,adántam,"way, passage, intervening space between houses"
90,adántam,"intermediate, middle"
90,adantofo,abantofo
90,adantapu,?
90,o-dántuw,an uninhabited house or room
90,o-dántuo,an uninhabited house or room
90,o-dányà,a certain medicinal plant
90,da-pá,"a good, lucky, festival day"
90,adapā,"disgrace, disgraceful treatment"
90,o-dapāni,a shameless person; one who acts disgracefully
