page,eng,twi,gaa
65,skip over,huruw tra,gyaw
65,skirmish,di bene,
65,skirmish,di benne,
65,skirmisher,obenedi,
65,skirmisher,benefó,
65,skirt,ano,husu
65,skirt,ano,nagbē
65,skirt,ano,na
65,skirt,ano,kpokpa
65,skirt,mmuāno,husu
65,skirt,mmuāno,nagbē
65,skirt,mmuāno,na
65,skirt,mmuāno,kpokpa
65,skirt,ohye,husu
65,skirt,ohye,nagbē
65,skirt,ohye,na
65,skirt,ohye,kpokpa
65,skirt,tia,husu
65,skirt,tia,nagbē
65,skirt,tia,na
65,skirt,tia,kpokpa
65,skull,tikorā,yitšoñoño
65,skull,korawa,yitšoñoño
65,skull,nitiri,yitšoñoño
65,sky,wim,ṅwei
65,sky,wim,atatu
65,sky,wim,oblotu
65,sky,ahuṅmu,ṅwei
65,sky,ahuṅmu,atatu
65,sky,ahuṅmu,oblotu
65,sky,osoro,ṅwei
65,sky,osoro,atatu
65,sky,osoro,oblotu
65,skylight,atifi mfensere,lū
65,slack,ye hodwohodwo,fe šōō
65,slack,ye hodwohodwo,lila ši
65,slack,ye hodwohodwo,šašao ši
65,slack,nyā,fe šōō
65,slack,nyā,lila ši
65,slack,nyā,šašao ši
65,slack,gow,fe šōō
65,slack,gow,lila ši
65,slack,gow,šašao ši
65,slack,gono,fe šōō
65,slack,gono,lila ši
65,slack,gono,šašao ši
65,slack,twētwēnehō,fe šōō
65,slack,twētwēnehō,lila ši
65,slack,twētwēnehō,šašao ši
65,slackness,ahōtwētwē,gbodsomo
65,slackness,ogōm,gbodsomo
65,slander,di nseku,wie he
65,slander,di nseku,wie se
65,slander,di nseku,hi
65,slander,di nseku,hie m.k.
65,slander,di nseku,bo ošeku
65,slander,di nseku,tfa lilei
65,slander,di nseku,sa he
65,slander,bo nseku,wie he
65,slander,bo nseku,wie se
65,slander,bo nseku,hi
65,slander,bo nseku,hie m.k.
65,slander,bo nseku,bo ošeku
65,slander,bo nseku,tfa lilei
65,slander,bo nseku,sa he
65,slander,twiri,wie he
65,slander,twiri,wie se
65,slander,twiri,hi
65,slander,twiri,hie m.k.
65,slander,twiri,bo ošeku
65,slander,twiri,tfa lilei
65,slander,twiri,sa he
65,slander,twa ikontompo,wie he
65,slander,twa ikontompo,wie se
65,slander,twa ikontompo,hi
65,slander,twa ikontompo,hie m.k.
65,slander,twa ikontompo,bo ošeku
65,slander,twa ikontompo,tfa lilei
65,slander,twa ikontompo,sa he
65,slander,tōtō ano,wie he
65,slander,tōtō ano,wie se
65,slander,tōtō ano,hi
65,slander,tōtō ano,hie m.k.
65,slander,tōtō ano,bo ošeku
65,slander,tōtō ano,tfa lilei
65,slander,tōtō ano,sa he
65,slander,twa to so,wie he
65,slander,twa to so,wie se
65,slander,twa to so,hi
65,slander,twa to so,hie m.k.
65,slander,twa to so,bo ošeku
65,slander,twa to so,tfa lilei
65,slander,twa to so,sa he
65,slander,bo to so,wie he
65,slander,bo to so,wie se
65,slander,bo to so,hi
65,slander,bo to so,hie m.k.
65,slander,bo to so,bo ošeku
65,slander,bo to so,tfa lilei
65,slander,bo to so,sa he
65,slander,ye osusukā,wie he
65,slander,ye osusukā,wie se
65,slander,ye osusukā,hi
65,slander,ye osusukā,hie m.k.
65,slander,ye osusukā,bo ošeku
65,slander,ye osusukā,tfa lilei
65,slander,ye osusukā,sa he
65,slanderer,osekufo,hewielo
65,slanderer,osekufo,lileitfalo
65,slanderer,osekufo,osekubolo
65,slanderer,otwirifo,hewielo
65,slanderer,otwirifo,lileitfalo
65,slanderer,otwirifo,osekubolo
65,slate,srētē,tāo
65,slaughter,kum,gbe
65,slaughter,kum,plene
65,slaughter,kunkum,gbe
65,slaughter,kunkum,plene
65,slaughter,dwow gu fam,gbe
65,slaughter,dwow gu fam,plene
65,slaughter,dwerew,gbe
65,slaughter,dwerew,plene
65,slaughter (noun),okum,plenemo
65,slaughter (noun),okum,gbē
65,slaughter (noun),okunkese,plenemo
65,slaughter (noun),okunkese,gbē
65,slave,akoa,nyoṅ
65,slave,akoa,nyoṅnu
65,slave,akoa,nyoṅyo
65,slave,akoa,wenu
65,slave,akoa,weyo
65,slave,afānā,nyoṅ
65,slave,afānā,nyoṅnu
65,slave,afānā,nyoṅyo
65,slave,afānā,wenu
65,slave,afānā,weyo
65,slave,atokwā,nyoṅ
65,slave,atokwā,nyoṅnu
65,slave,atokwā,nyoṅyo
65,slave,atokwā,wenu
65,slave,atokwā,weyo
65,slave,onyā,nyoṅ
65,slave,onyā,nyoṅnu
65,slave,onyā,nyoṅyo
65,slave,onyā,wenu
65,slave,onyā,weyo
65,slave,ofenipa,nyoṅ
65,slave,ofenipa,nyoṅnu
65,slave,ofenipa,nyoṅyo
65,slave,ofenipa,wenu
65,slave,ofenipa,weyo
65,slave,osomfo,nyoṅ
65,slave,osomfo,nyoṅnu
65,slave,osomfo,nyoṅyo
65,slave,osomfo,wenu
65,slave,osomfo,weyo
65,slave (plural),webii,tsūlo
65,slave (destined for sacrifice),okāra,okra
65,slave (destined for sacrifice),okāra,okrawa
65,slave (destined for sacrifice),akyere,okra
65,slave (destined for sacrifice),akyere,okrawa
65,slave dealer,nnipatoṅfo,gbomohōlo
65,slave dealer,nnipatoṅfo,nyōdšiahōlo
65,slave dealer,ṅkoatoṅfo,gbomohōlo
65,slave dealer,ṅkoatoṅfo,nyōdšiahōlo
65,slavery,ṅkoaye,nyoṅyeli
65,slavery,afānāye,nyoṅyeli
65,slavery,onyāye,nyoṅyeli
65,slay,kum,gbe
65,slay,kū,gbe
65,to be slain,to,nyō
66,sleep,da,wo
66,sleep,fa mu da,tso mli
66,sleep,nna,
66,sleep,nnabo,
66,sleeping-room,dabekyiri,wotsu
66,sleeping-room,pia,setsu
66,sleeping-room,,pia
66,sleepy,ani kum,hienmeii tsi
66,sleepy,to nko,wo ye
66,sleepy,aniwa soa nkyene,
66,sleepiness,anikum,woyeli
66,sleepiness,nkoto,mlitso
66,slender,tenten,godso
66,slender,tea,godsogodso
66,slender,teatca,legelege
66,slender,pankran,lio
66,slice,atra,krata
66,slice,esin,klata
66,slide,patiriw,sane
66,slide,watiriw,
66,slide,siane,
66,slight,kakra,fio
66,slight,,herebi
66,slight,,herebiherebi
66,slight,mmu,
66,slight,to ho mpe,
66,slime,srade,fo
66,slime,dote poto,nmoto
66,slimy,ma,dale
66,slimy,matamata,drele
66,slimy,prapra,dre-dre
66,slimy,pikapika,kplele
66,slimy,,seblebe
66,slimy,mata,mata
66,slimy,sremsrem,tsotso
66,slimy,tsotso,salosalo
66,sling,hentia,afla
66,sling,atabo,akromia
66,slip,patiriw,sane
66,slip,watiriw,srake
66,slip,wiawia neho ko,
66,slip,fene,
66,slip,dse,
66,slipper,odanmu asepatere,nyon-aspatre
66,slipper,,doflo
66,slippery,patoropatoro,samo
66,slippery,toro,
66,slippery,torotoro,
66,slit,suane,gba
66,slit,pae,
66,slit,bae,
66,slit,guae mu,
66,slit,tew mu,
66,slope,kyea,kpa
66,sloth,akwadwero,hedso
66,sloth,anihaw,femo
66,sloth,nya,sofemo
66,sloth,ye,anihao
66,sloth,ogom,
66,slough,dontori,nmiamo
66,slough,atekye,nmoto
66,slough,denkyedenkye,
66,sloven,buru,folo
66,sloven,burum,bulu
66,sloven,obufo,kwatrekwa
66,sloven,opatafo,
66,slovenliness,buru,fo
66,slovenliness,apata,anyagba
66,slovenliness,,bulufemo
67,slow,berɛɛ,
67,slow,nyà,
67,slow,dekedeke,
67,slow,,bleo
67,slow,,bleobleo
67,slow,,sõ
67,slow,,nyà
67,slow,,nyànyà
67,slowness,nyàyɛ,
67,slowness,ogòm,
67,slowness,,nyànyãfemo
67,slowworm,osunsoŋ,
67,slowworm,,titiŋmoto
67,sluggard,okwadwɔfo,
67,sluggard,onihafo,
67,sluggard,,hedšõlo
67,slumber,to ŋko,
67,slumber,,wo dei
67,slumber,,adei
67,slumber,,adẽ
67,slumber,wohie se,
67,sly,onitefo,
67,sly,,šidšunõ
67,sly,,šidšulo
67,small,ketewa,
67,small,ŋketeŋkete,
67,small,kùmã,
67,small,kakrawa,
67,small,mfetemfetewa,
67,small,mehɛmehɛ,
67,small,mesɛmesɛ,
67,small,mmiamiã,
67,small,nnodowa'nodowa,
67,small,sũa,
67,small,susũa,
67,small,,bibiõ
67,small,,fiõ
67,small,,fiofiõ
67,small,,kpokpao
67,small,,tonõ
67,small,,bodobodo
67,small,,modõmodõ
67,small,,dšekeḍšekeḍšeke
67,small,,yukuyuku
67,small,,nyegeteo
67,small,,nyegetebii
67,small,,pempeo
67,small,,pempebii
67,small-pox,mpete,
67,small-pox,,kpate
67,smash,bo,
67,smash,bobo,
67,smash,peṭew,
67,smash,,dḟa
67,smash,,dḟra
67,smash,,ši
67,smear,sra,
67,smear,so,
67,smear,hõ,
67,smear,mu,
67,smear,kã,
67,smear,kekã,
67,smear,siãm,
67,smear,,kpaŋo
67,smear,,fõ
67,smear,,fiḟia
67,smell,hũa,
67,smell,te,
67,smell,hũã,
67,smell,ŋkã,
67,smell,hũãm tie,
67,smell,yi hũa,
67,smell,boŋ,
67,smell,,nu
67,smell,,fũ
67,smell,,he
67,smell,,ša
67,smell,,dše fũ
67,smell,,dše sã
67,smell,,dše ŋma
67,smell,hũa,
67,smell,ŋkã,
67,smell,,hefũ
67,smell,fũ,
67,smell,fũdše,
67,smell,sã,
67,smell,sãdše,
67,smelt,nãŋ,
67,smelt,dadebo n.a.,
67,smile,serew,
67,smile,tew anim,
67,smile,,tše hie
67,smile,,ŋmọ mui
67,smite,bo,
67,smite,kum,
67,smite,pira,
67,smite,sɛe,
67,smite,fwɛ,
67,smite,,di
67,smite,,gba
67,smite,,lu
67,smite,,tḟa
67,smite,,yi
67,smith,otomfo,
67,smith,,sõlọ
67,smoke,owusiw,
67,smoke,owisie,
67,smoke,,lasũ
67,smoke,fi wusiw,
67,smoke,how,
67,smoke,nãm,
67,smoke,,dše lasũ
67,smoke,,tsukọ
67,smoke,,lo
67,smoke,nom tã,
67,smoke,nom abua,
67,smoke,,nu tawa
67,smoke,,nuble
67,smooth,monommonom,
67,smooth,torotoro,
67,smooth,torómtorõm,
67,smooth,fɛmm,
67,smooth,dábõ,
67,smooth,,trotro
67,smooth,,trõmõ
67,smooth,he kpɛ,
67,smooth,kokwaw,
67,smooth,torow,
67,smooth,trõm,
67,smooth,trontrõm,
67,smooth,hõ,
67,smooth,mu,
67,smooth,pata,
67,smooth,deḟedeḟe,
67,smooth,tow so,
67,smooth,,gbe nii
67,smooth,,gbọ
67,smooth,,gblọ
67,smooth,,kpãtã
67,smooth,,šọ
67,smooth,,dšadše
67,smooth,,to nọ
67,smother,ye wusiwusi,
67,smother,,su
67,smother,,šiki
67,smoulder,ye wusiwusi,
67,smoulder,,su
67,smoulder,,šiki
67,smuggle,di nnukũrogua,
67,snail,ŋwa,
67,snail,ŋwaw,
67,snail,,wã
68,snake,owo,onufu
68,snake,otwɛaseɛ,sikpã
68,snake,opantene,šinõ
68,snake,nini,
68,snake,ebore,
68,snake,onankã,
68,snake,oprãmíri,
68,snake,okyéreben,
68,snake,ahabammóno,
68,snake,atirenú,
68,snake,asónawọ,
68,snake,ahurutoá,
68,snake,bamiawu,
68,snake,akitãosũã,
68,snake,osuwọ,
68,snap,sọw,kpa
68,snap,hũań,tše kpeńń
68,snare,afiri,tšõ
68,snare,,natšõ
68,snare,,tšõne
68,to lay a-,sum afiri,tšõ tšõne
68,snatch,fẅim,ha
68,snatch,,ša
68,snatch,,šõ
68,snatch,,kpadša
68,sneak (away),ẅea,dęke
68,sneak (away),nam dękędękę (kọ),dšu ši (kę-ya)
68,sneak (away),ẅiaẅia nehõ (kọ),fole
68,sneakingly,,mlętomlęto
68,sneer (at),yi ahi,li he
68,sneer (at),bu abomfiã,ye he fẹo
68,sneer (at),,ye ahi
68,sneer (at),,nyãfi
68,sneeze,ńwansĩ,tšine
68,snore,hũane ńkọrọm,hõ ńklõń
68,snore,,hũ ńklõ
68,snot,fẅenerg,gũgõ
68,snot,hem fẅenem,fe gugoń
68,snout,ano,na
68,snow,nsukyerẹma,snõ
68,snub,kã anim,heń
68,snub,tẅa so,
68,snub,siw ano,
68,snuff,asra,fũ
68,snuff,sra,fũ asra
68,snuff,som asra,
68,snuff-box,asratoa,asratọ
68,"snuffers, a pair of-",ọdabaw,abẹle
68,snuffle,hũãm tie,fũ he
68,snuffle,bọ fẅene kasa,
68,snuffle,kasa fẅenem,
68,so,sa,nękẹ
68,so,sã,nakai
68,so,sẹ,
68,"so..as, as..so",sẹnea,
68,"so..as, as..so",sẹ.. sẹ.. (te) neń,
68,soak,dọń,wo nu mli
68,soak,donnọń,hã bọbọ
68,soak,,bọbọ treke
68,soap,sãmina,sãmlã
68,soap,gyare,
68,"sober, to be-",ani da họ,hie kã ši
68,"sober, to be-",ọmmowe,
68,"sociable, to be-",nim ago,fẹ
68,"sociable, to be-",le fẹmọ,le fẹmg
68,sociable-ness,agoru,fẹmọ
68,sociable-ness,nidọyẹ,
68,society,asafo,asafo
68,society,fekuw,agwaseń
68,society,mfẹfo,
68,society,aguasém,
69,sock,soke,kaosu
69,sock,soke,hausu
69,sofa,sofa,kampe
69,soft,bètē,
69,soft,bètebète,
69,soft,bòdō,
69,soft,bòḍobòḍo,
69,soft,bòkō,
69,soft,bòkòb.,
69,soft,ḍábō,
69,soft,dèfē,
69,soft,fékō,
69,soft,fékof.,
69,soft,múhūmúhū,
69,soft,mméréw,
69,soft,bèrèbère,
69,soft,bèrēō,
69,soft,nyà,
69,soft,ḍékẹḍeke,
69,soft,dònnú,
69,soft,prokyewa,
69,soft,,bō
69,soft,,boḍo(boḍo)
69,soft,,bòkō
69,soft,,ḍšō
69,soft,,fo
69,soft,,fofole
69,soft,,kubo
69,soft,,ḍoli
69,soft,,kpeṭekpeṭe
69,soft,,lulūlu
69,soft,,mātā
69,soft,,ṭsafuṭsafu
69,soft,,hẹrẹbī
69,soft,,blẹo
69,soft,bobo,
69,soften,yẹ mmerew,
69,soften,ḍwuḍwo,
69,softener,,kpolo
69,softness,mmerew,
69,softness,,mātāfemọ
69,soil,fa,
69,soil,fam,
69,soil,asase,
69,soil,ḍāḍe,
69,soil,ḍote (nnoṭee),
69,soil,,su
69,soil,,šikpoṅ
69,soil,biri,
69,soil,kekā mu,
69,soil,yẹ fī,
69,soil,,ùmḷā
69,soldier,osrâni,
69,soldier,osoroḍâni,
69,soldier,osorâni,
69,soldier,osafonī,
69,soldier,ọkōfo,
69,soldier,,asrafonyo
69,soldier,,tabilo
69,sole,onammoṅ,
69,sole,nañase,
69,sole,,naneši
69,sole,ṅkō,
69,sole,ṅkuṭō,
69,sole,,kẹkẹ
69,sole,,ṭō
69,solid,yẹ deṅ,
69,solid,ase ṭim,
69,solid,emu yẹ ḍuru,
69,solid,di mū,
69,solid,ewom,
69,solid,,hie sa
69,solid,,wa
69,solid,yẹ emū,
69,solid,yẹ mli,
69,some,bi,
69,some,(e)binom,
69,some,kakra,
69,some,kakrābi,
69,some,keṭewābi,
69,some,,eko
69,some,,ekomei
69,some,enyoọ,
69,some,fio,
69,some-body,obi,
69,some-body,,moko
69,some-thing,biribi,
69,some-thing,,noko
69,some-times,eṭoḍabi a,
69,some-times,nnakoro-nnakoro,
69,some-times,,gbīkomei
69,some-where,bābi,
69,some-where,Ak. beabi,
69,some-where,,heko
69,somerset,afribú,
69,somerset,afiripaṭá,
69,somerset,,aḍaḍeṅkwa
69,somerset,,adeṅkwa
69,son,oba,
69,son,obabarima,
69,son,obabaniṅ,
69,son,,bi
69,son,,binū
69,son-in-law,obabea kunu,
69,son-in-law,oba,
69,son-in-law,,šanū
69,song,eḍwom (eḍwom),
69,song,ebadwom (ñūwoṅkoro),
69,song,oḍakuḍwom,
69,song,ḍwaeḍw,
69,song,akorodoḍw,
69,song,onnibiamaneḍw,
69,song,kwāḍwom,
69,song,saṅkūḍwom,
69,song,agyemannare,
69,song,anṭorepira,
69,song,,lāla
69,song of praise,ayeyidwom,
69,song of praise,,yiḍšemolala
69,soon,nṭem,
69,soon,amonom,
69,soon,mprempreṅ,
69,soon,anni ḍabi,
69,soon,aṅkyẹ,
69,soon,akakūmā,
69,soon,,amrō
69,soon,,mra
69,soothsay,kānā(krā),
69,soothsay,hyẹ ńkom,
69,soothsay,,gba
69,soothsay,,kla
70,sorcerer,ayɛn,aye
70,sorcerer,ọbaninyɛn,domo
70,sorcerer,ọbāyɛn,kramo
70,sorcerer,ọbayifo,ńkonyāyẹlọ
70,sorcerer,ọkomfo,
70,sorcerer,osumanfo,
70,sorcerer,ntafoayifo,
70,sorcery,bayi,ńkonyāyẹli
70,sorcery,abayigoru,afāiyeli
70,sorcery,asumansem,
70,sorcery,ntafoayi,
70,sore,ekuru,asāne
70,sore,akisikuru,fāla
70,sore,ńkuwańkúwa,fla
70,"sore, to be-",yẹ kuru,yi wuań
70,"sore, to be-",tu kuru,wule
70,"sore, to be-",pira,wo wu
70,"sore, to be-",,he dšra
70,"sore, to be-",,pila
70,sorrow,awẹrẹhow,dō
70,sorrow,amane,dolẹ
70,sorrow,amanchunu,haomọ
70,sorrow,ńkọmọ,awẹrẹhō
70,sorrow,,amane
70,sorrow,,ńkọmọ
70,"sorrow, v.",wẹrẹ how,hao
70,"sorrow, v.",wẹrẹ ho he,dọ
70,"sorrow, v.",ye ńkọmọ,
70,"sorry, to be-",nu nehō,fa he
70,"sorry, to be-",wọ hō,dọ
70,"sorry, to be-",eyẹ(no)yaw(yea),
70,sort,su,srọto
70,sort,bań,su
70,sort,ahorow,bań
70,sort,bi,
70,sort,kō,
70,sot,okwaseá,bulu
70,sot,tibońkósò,kwašia
70,soul,ọkăra,susuma
70,soul,sunsum (hońhom),
70,"sound, v.",gyigye,dšedše
70,"sound, v.",kā,gbẹ
70,"sound, v.",bọ,
70,"sound, v.",hyẹń (abẹń n.a.),
70,"sound, v.",gyigye,gbẹ
70,"sound, v.",nnyigyei,gbẹmọ
70,"sound, v.",gyegyẹgye,
70,"sound, v.",ẹnẹ,
70,"sound, a.",pintińń,kpintińń
70,"sound, v.",hō ye,kpińń
70,"sound, v.",hō ye deń,he wa
70,"sound, v.",di mū,ye emū
70,"sound-ness, n.",pintińnyẹ,kpińńfemọ
70,"sound-ness, n.",ahōọdeń,hewale
70,"sound-ness, n.",akwāhōsań,emuyeli
70,"sound-ness, n.",mūdi,salẹ
70,soup,ńkwań,wọnu
70,soup,mmẹkwań,ńkwań
70,soup,,akokosu
70,"sour, a.",nyīnyănyīnyă,katekate
70,"sour, a.",yerẹyerẹw,nyănyănyă
70,"sour, a.",yerẹdẹdẹ,
70,"sour, v.",nyań,ša
70,"sour, v.",nyane,kpa
70,"sour, v.",kaw,gba
70,"sour, v.",pae,
70,"he is a sour, morose fellow",onnim ago,elee fẹmọ
70,"soursap, -sop",adukántùńkúm,aluguntugū
70,"source, n.",nsu-aniwa,nubu
70,"source, n.",nsuti,dšẹhe
70,"source, n.",(asubọntẹń) atifi,
70,"source, n.",fibea,
70,"source, n.",ase,
70,"south, n.",ẹpom',ńsọgbẹ
70,"south, n.",po-fām',woyi
70,"south, n.",nifā,ninedšurōgbẹ
70,"south, n.",-fām,
70,"south, n.",kesē-fām,
70,"south, n.",sud..,
70,"south, n.",sûdí,
71,sow,prako,kploko
71,sow,prako,kplotō
71,sow,prako,batafo
71,sow,prako,beo(?)
71,sow,kokotebere,kploko
71,sow,kokotebere,kplotō
71,sow,kokotebere,batafo
71,sow,kokotebere,beo(?)
71,sow,batafo,kploko
71,sow,batafo,kplotō
71,sow,batafo,batafo
71,sow,batafo,beo(?)
71,sow,dua,dū
71,sow,dua,lā dūmoŋii
71,sow,gu (aba),dū
71,sow,gu (aba),lā dūmoŋii
71,sow,pě,dū
71,sow,pě,lā dūmoŋii
71,sow,petě,dū
71,sow,petě,lā dūmoŋii
71,spacious,kese,mli le
71,spacious,kese,he gbe pi yo
71,spacious,teterę,mli le
71,spacious,teterę,he gbe pi yo
71,spacious,hãhãrā,mli le
71,spacious,hãhãrā,he gbe pi yo
71,spacious,emu gow,mli le
71,spacious,emu gow,he gbe pi yo
71,spacious,emu terew,mli le
71,spacious,emu terew,he gbe pi yo
71,spacious,sō,mli le
71,spacious,sō,he gbe pi yo
71,spade,hanspā,id
71,span,nsãmma,krakate
71,span,nsãmma,klakate
71,span,nsãmma,klọ
71,Spain,Spania (Sampãnyã),Ameo
71,Spain,Spania (Sampãnyã),Spania
71,spar,aparow,agbale
71,spar,odampare,agbale
71,spare,gye (ŋkwã),ba yi
71,spare,gye (ŋkwã),here (wala)
71,spare,gye (ŋkwã),tia
71,spare,gye (ŋkwã),bọ dfetri
71,spare,kyee (so),ba yi
71,spare,kyee (so),here (wala)
71,spare,kyee (so),tia
71,spare,kyee (so),bọ dfetri
71,spare,tia,ba yi
71,spare,tia,here (wala)
71,spare,tia,tia
71,spare,tia,bọ dfetri
71,spare,bọ dwetiri,ba yi
71,spare,bọ dwetiri,here (wala)
71,spare,bọ dwetiri,tia
71,spare,bọ dwetiri,bọ dfetri
71,sparingly,,kūma
71,sparingly,,kę
71,sparingly,,nõ n.k. kūma
71,spark,(ogya) nturuturuwi,(la)srēmi
71,sparrow,akasanōmã,aflimata
71,spawn,apatã ŋkesua,ŋmã
71,speak,kasa,wie
71,speak,kā,kā
71,speak,kā asęm,tā
71,speak,kā..kyerę,fa na
71,speak,bu (be),fo daŋ
71,speak,bu (be),bu (abe)
71,speak against,kasa tia (hye),gu
71,speak against,nūrū,wie ši
71,speak against,tutu ano sisi,kū na
71,speak against,tua ano,
71,speak against,tōtō ano,
71,speak for,kasa mã,dšie na
71,speak for,yi ano,fã he
71,speak friendly,kasa okasapa,dše osreŋe
71,speak friendly,kasa -yiye,wie tšui na
71,speak friendly,kā abodwōeesęm,wie tšuidšurō na
71,speak ill,kā asęmmone,nyie šiši
71,speak ill,ano to,wie he
71,speak openly,yi anim kasa,kā
71,speak openly,yi anim kasa,wie fãŋŋ
71,speaker,okyēãmé,otšāme
71,speaker,aséamãŋ,wielo
71,speaker,okasafọ,
71,speaker of proverbs,obebufo,abębūlọ
71,spear,peaw,galitšo
71,spear,pęmę,akplọ
71,spear,F. kama,
71,spear,wọ peaw,dū akplọ
71,spear,wọ peaw,gbu
71,spear,wọ peaw,tšu
71,specie,asikamono,šika
71,specie,dare,dale
71,species,su,heŋọ
71,species,baŋ,su
71,species,ahorow,baŋ
71,species,ahorow,sroto
71,speckled,ntọkọántọkọá,ŋwãtãŋwãtã
71,speckled,ntokontráma,ŋwętęŋwętę
71,speckled,,tuntrã
71,speckled,,damdam
72,spectre,ọsésã,sisa
72,spectre,ọsāmã́n,sisa
72,speditor,ọmãuãfo,mãdšẹlọ
72,speech,ọkasa,nadšã
72,speech,asẹm,nadšale
72,speech,kasec,sẹntfã
72,speech,amanneẹ,wiemọ
72,speed,ntẹm,mramráfemọ
72,speed,ye,oyáfemọ
72,speed,ahọọhare,oyáfemọ
72,spend,di,ye
72,spend,fwere,fere
72,spend,sẹẹ,fite
72,to be spent,rewu,gbo
72,to be spent,sã,plene
72,to be spent,hi,tã
72,to be spent,hi,yi tã
72,to be spent,hi,wule
72,sperm,nsu,fọ
72,sperm,ahọbã,henu (gũgọ)
72,spice,aduru,tšofã
72,spice,ohũãm,tšofã-kẹ-ńma
72,spice,atomde,tšofã-kẹ-ńma
72,spice,mako,tšofã-kẹ-ńma
72,spice,pépèrẹ,tšofã-kẹ-ńma
72,spider,ànanse,ananu
72,spider,ntikúma,ananu
72,spider,ọkyémfó,ananu
72,spider,kónnọre,ananu
72,spider's web,anansehũhũa,nanukpà
72,spider's web,ntontañ,nanukpà
72,spill,fwie gu,fie ši
72,spill,kã fwie,dfere
72,spill,kã gu,fose
72,spill,kã gu,fote
72,spill,kã gu,tši.. fie
72,spin,to asawa,tšẽ
72,spin,fira,tšẽ
72,spin,fura,tšẽ
72,spindle,kyekye,tšẽmọtšọ
72,spindle,kyekye,keke
72,spirit,súnsúm,mumọ
72,spirit,hoñhom,kla
72,spirit,ọsésá,okla
72,spirit,ọsámã́n,sisa
72,spirit,nsã,saman
72,spirit,mmọrọsã,dã
72,spirit,mmọrọsã,blọfodã
72,spirt,bọ gu,tšẽ
72,spirt,hinam (ntasu),tšẽ
72,spit,fọ ntasu,fè
72,spit,ta (to) ntasu,fè ladšõ
72,spit,ta (to) ntasu,tšẽ ladšõ
72,spittle,ntasu,ladšõ
72,spitting-box,toapo,ladšõnõ
72,spite,ahí,hiegbẽ
72,spite,nitañ,hiegbẽle
72,spite,abohuru,nyãfimọ
72,spiteful person,nitamfo,šišitfalọ
72,spleen,tàni,musulilei
72,spleen,tàni,hela
72,splendid,hãnãhãnã,hrãhrã
72,splendid,wofwẹ a ẹnfwẹ,kañkañ
72,splendid,dàguã,kañkañ
72,splinter,duã,kuli
72,splinter,dua hō mporoporowa,kuli
72,split,pae,gba
72,split,pae,gbla
72,spoil,bọ,dfa
72,spoil,sẹẹ,dfra
72,spoil,pọrow,fite
72,spoil,suw,su
72,spoil,fow,hie kpãtã
72,spoil,fo,kpãtã hie
72,spoil,ha,fo
72,spoil,ha,ha
72,spoil (n.),afowde,nomñõnii
72,spoil (n.),asade,nom
72,spoil (n.),nnomum,ofo
72,spoil (n.),nnomum,hanii
73,spoiler,oṣẹfo,
73,spoiler,ofowfo,
73,spoiler,,fitelo
73,spoiler,,hiekpātālo
73,spoiler,niihalo,
73,sponge,osaw,
73,sponge,tòtọ,
73,sponge,obosaw,
73,sponge,brọdewa,
73,sponge,ahensaw,
73,sponge,sapọw,
73,sponge,posaw,
73,sponge,,kotṣa
73,sponge,bosao,
73,sponge,nṣọŋkotṣa,
73,sponge,pẹ adifude,
73,sponge,,ye akpāṅma
73,spoon,atere,
73,spoon,Ak. ato,
73,spoon,atoo,
73,spoon,,awale
73,spoon,,ato
73,sport,agoru,
73,sport,mfẹfẹwayi,
73,sport,anigye,
73,sport,ahayo,
73,sport,,sāsāsō
73,sport,,femo
73,sport,,alakpadṣe
73,sport,,gbobimo
73,sport,,mile
73,sport'sman,obommofó,
73,sport'sman,obofó,
73,sport'sman,,milo
73,sport'sman,,gbobilo
73,sport,goru,
73,sport,twẹ akúrodo,
73,sport,,dṣe alakpa
73,spot,bābi,
73,spot,beabi,
73,spot,fākō,
73,spot,anaṅmu,
73,spot,amonom họ,
73,spot,ṅekāe,
73,spot,,mpetěmma
73,spot,,he
73,spot,,gbehe
73,spot,,nādṣiaṅ
73,spot,,heṅmāmọ
73,spot,pẹ,
73,spot,petẹ,
73,spot,kekā,
73,spot,,tṣeṅe
73,spot,,ūmā
73,spot,,ūmlā he
73,spotted,ṅworaṅworaṅ,
73,spotted,ṅmẹṭeṅmẹṭe,
73,spotted,dṣẹkẹdṣẹkẹdṣẹkẹ,
73,spotted,truntrā,
73,spout,bọ..gu,
73,spout,fwie,
73,spout,huruw,
73,spout,fifi,
73,spout,,tṣē (nu)
73,sprain,hūaṅ,
73,sprain,,loke
73,spread,hata,
73,spread,kata(so),
73,spread,tow(poṅ),
73,spread,sẹw,
73,spread,terẹw,
73,spread,terẹw mu,
73,spread,petẹ,
73,spread,bọ..petẹ,
73,spread,fwete,
73,spread,bọ..gu,
73,spread,hye,
73,spread,hyehye,
73,spread,hyeta,
73,spread,,ka
73,spread,,ha (no)
73,spread,,ṅme
73,spread,,ṅmọ(okplō)
73,spread,,gbē
73,spread,,fā
73,spread,,gbẹ..fā
73,spread,frala ṣi,
73,spread,bọ ṣi,
73,spread,dṣedṣe,
73,spread,hehe,
73,spread,tṣēṅe,
73,spring,huruw,
73,spring,fi,
73,spring,fifi,
73,spring,ba,
73,spring,pue,
73,spring,pae,
73,spring,fi ase,
73,spring,,huru
