page,twi,eng
121,Ohene asõ te se soñẽ; emu akwan boro apem.,The ears of a chief are like a strainer; there are more than a thousand ways to them.
122,"Ohene ntam te sɛ bayɛrɛ amɔa, obi ntɔ mu mfa nehɔ tɔtrɔtɔ mfi adi da.","A chief's oath is like the hole a yam is planted in, no one falls into it and gets out again unhurt."
122,Ohene tamfo ne nea ɔ nɛ no fi mmofraase.,The enemy of a chief is he who has grown up with him from childhood.
122,"Ohene te sɛ odum, onni anim nni akyiri.","A chief is like an odum tree, he has no front and no back."
122,Ohene ba ntutu 'mirika ṅkofwɛ tiri.,A chief's child does not run to look at a head (that has been cut off).
122,Ahenkwā di adwene na wadwɛn asɛm.,A chief's servant eats fish and gets ideas.
122,Ahenkwā na ɔmā ohene hɔ yɛ hū.,It is the chief's servant that causes the person of the chief to excite fear.
122,Osafohene nsua na wakɔ.,A war captain does not take the oath before going to fight.
123,Ade a ohene pe na woye ma no.,Whatever a chief wishes is done for him.
123,"Nnipa nhina pe ohene aye, na (woanya?) woannya na wose, mpo ahenni ye yaw.","All men would like to be chief(s), but when they cannot get what they want they declare that even to rule as a chief has its worries."
123,"Ade hia ohene nana a, okita tuo, na onsoa akete.","When a chief's grandson is poor, he holds a gun but he does not carry a mat."
123,"Ade hia odehye a, ehia no kakra.","When a free man lacks something, it is something very big he lacks."
123,"Odehye bo dam a, wofre no asabow.","When a man of noble family is mad, people say he is only the worse for wine."
124,Odehye din nyera da.,A free man's name is never lost.
124,"Odehye, wodi no apatā, na wonni no sono.","Nobility should be borne as one eats fish (humbly) and not as one partakes of elephant flesh (proudly, and boasting about it)."
124,"Odehye ṅyehye, na sika na ehyehye.","Fame of being noble born does not spread abroad, it is the fame of riches that spreads."
124,"Odehye ankõ a, akoa guaṅ.","When the free man does not fight, the slave runs away."
124,Odehye mu nni abofra.,Among royalty no one is a child.
124,"Odehye, woṅnõa wonni, na sika ne asem.","An ancient name cannot be cooked and eaten ; after all, money is the thing."
124,"Odehye, wompae.",A man of royal blood does not need to have his name proclaimed.
124,"Odehye nsore, wosi no mfensã.",The offering on the grave of one of the royal house is placed there for many years.
125,"Odehye te ho a, akoa nni ade.","When the free man is there, the slave does not take command."
125,"Odehye wu a, akoa di ade.","When a free man dies, a slave succeeds."
125,Odehye nye abofra na woabo ne din abo owu din.,One of royal rank is not a common fellow that he should have his name coupled with the name of Death.
125,Akoa mpaw wura.,A slave does not choose (his) master.
126,Akoa ṅhyẹ nehõ ntu sa.,A slave does not make up his own mind about going to war.
126,Akoa nim wura.,A slave knows (his) master.
126,"Akoa di guaṅ a, ne hõ guaṅ no.","When a slave eats a sheep, he is in trouble."
126,"Akoa ampow a, na efiri ẅira.","When a slave is not well behaved, the cause can be traced to (his) master."
127,Akoa nni awu na wonkum owura.,"When a slave does not commit murder, his master is not killed."
127,"Akoa nim sɔ̃m a, ofa ne ti ade di.","When a slave knows how to serve (his master well), he is permitted to take his own earnings."
127,Akoa a onim sɔ̃m di ne wura ade.,A slave who knows how to serve succeeds to his master's property.
127,"Akoa nyã nehõ a, ofre nehõ Sonani.","When a slave becomes a rich (and free) man, he calls himself one of the Asona family (a noble family)."
127,Akoa di fo.,A slave is (as a matter of course) guilty.
127,Akoa ṅkyere nnannua.,A slave does not point out where good sticks for building are to be found.
127,Akoa nni mpow kwa.,A slave does not eat the second yam crop without good reason.
128,Akoa nyansa wo ne wura tirim.,A slave's wisdom is in his master's head.
128,"Akoa sure asuko na womã oko a, oguan.","When a slave has ceased to go for water and is (again) made to go, he runs away."
128,"Akoa te se kyekyire, wode nsu kakra gu no so a, na ahono.","A slave is like unto corn ground into flour; when a little water is sprinkled on it, it becomes soft. (A slave is easily influenced by kind treatment.)"
128,"Akoa te se twerebo; enni otuo ano a, enye 'ye.","A slave is like the flint on the striker of the gun which, if it were wanting, would make the gun useless. (He is a necessary member of the community.)"
128,"Wo nkoa suro wo anim asem a, wonni nim mma wo.","If your slaves fear (to speak) before your face, they will not gain victories for you."
128,"Nnonkofo banu fure nantwi a, okom kum no.","When two slaves look after (your) cow, hunger kills it."
129,"Ahĩa me na fwe mã me, nti na obi yee akoa.","I am in want, so look after me, that is why some men became slaves (lit. one became a slave)."
129,"Owura nè akoa ntam' nni, twẽ mã mentwẽ.",Between master and slave there is no 'pull and let me pull' (no striving for the mastery).
129,"Wo wura tan wo a, na ofre wo akoa dehye.","When your master hates you, then he calls you a free-born slave."
129,Obi nto akoa na ommehye no so.,No one buys a slave to act as a restraint on himself.
129,"Wunni wura a, obi kyere wo, ton, di.","When you have no master, some one catches you and sells you for what you will fetch."
129,"Wofere wo afana a, wudi nnuanfin.","When you fear to reprimand your slave girl, you eat stale food."
129,"Akoa ohantanni, wode no sie funu.",A proud slave is taken and buried with the corpse (of his master).
130,Obi nhũ bi kwaberaŋ ṅhuruw nsi.,No one sees a strong slave belonging to another man and jumps for joy about it.
130,"Obi akoa di péreguaŋ na womã asũãsã to no a, oyi kaw sũã mã wutua.","When some one's slave who is worth a péreguaŋ of gold dust (£8) is sold to you for an asũãsã's worth (about £6), he is pretty sure to go and incur some debt for a sũã's worth (about £2) that you will have to pay."
130,"Abusũa ṅhĩnã ye abusũa, na yefwefwe mmetẽmã so de.","All family names are family names (and good enough at that), but we search well between the thorns of the oil palm for the good nuts nevertheless."
131,"Abusũa te sɛ ńfwiren, egugu akuw-akuw.","Family names are like flowers, they blossom in clusters."
131,"Abusũa ye dom, na wo nã oba ne wo nua.","The family is an army, and your own mother's child is your real kinsman (brother or sister)."
131,"Abusũa dua, wontwá.",The family tree is not cut.
131,Nea oman bi kã serew na oman bi kã sũ.,"What one people talk and laugh about, another people talk and cry about."
131,"Oman rebebo a, efi afi mu.","When a nation is about to come to ruin, the cause begins in the homes (of its people)."
131,"Oman bo, na menné abobow.","A nation is (can be) destroyed, how much more one home (lit. a gate)."
131,"Oman Akuapem, wokonyã ade a, wose, ‘Obusufo!’, nso woannyã a, wose ‘Okărabiri!’","The Akuapem people say, when you get wealthy, ‘Mischievous fellow!’, and when you have nothing, they say ‘Unlucky one!’."
131,"Oman kum wo a, na ohene kum wo.","When (the united) people (want to) kill you, then the chief kills you."
132,"Omaṅ te se adesoa, woṅhũ mu ade dakoro.","A people are like unto a load (containing many things), you cannot perceive all the contents in a single day."
132,"Omaṅ tẅa wo sãmã a, wompopa.","When it is the unanimous wish of a people that you dress your hair in a certain way, you are compelled to do so (lit. you do not rub it out)."
132,"Omaṅ rebebo a, oṃáṃpám na ókùra pōma.","When a nation is about to come to ruin, then the salamander holds the staff."
133,"Agya, gyae na meŋkã, wokyi.","Father, stop, and let me tell (you what you ought to do), it is not permitted to speak so."
133,"Agya mma nyã a, mepe; eŋã mma nyã a, mepe papāpa.","When (my) father's children get (anything), I like that; when (my) mother's children get (anything), I like that even better."
133,"M'agya dea, mémfa, me nã dea mémfa, na ebere awi.","It is my father's, so let me take it; it is my mother's, so let me take it, that brings (a child) to stealing."
133,"Wo agya akoa twa dua a, wuse, ‘Eye merew’.","When your father's slave cuts down a tree, you say, ‘It is soft wood (easy to cut)’."
134,"Wo nã ba ne Kobuobi a, ankã wobese sɛ kyene kɛse fata no ana?","Even if your mother's son is 'Kobuobi', would you tell him that the big drum was a fit thing for him to carry?"
134,Wo nã oba ne wo nua.,Your mother's child is your kinsman (brother or sister).
134,"Wo nã di hĩa a, wunnyae no ṅkofa obi nye nã.","When your mother is poor, you do not leave her and go and make some one else your mother."
134,"Wo nã aṅkõ gua a, na womãnã wo nã né kòra.","When your own mother does not go to market, then your step-mother is sent."
134,"Wo nã wu na wobeye ayi a, didi wie ansã, na ṅkoto piti na wo ani ṅkowu mpanyimfo anim.","When your mother has died and you are about to celebrate the funeral custom, finish eating first, lest you go and faint and shame yourself before the elders."
135,"Wo nã awu a, wo abusũa asã.","When your mother dies, you have no kindred left."
135,"Wo nã nye a, na wo nã ara neñ.","Even if your mother is not a good woman, she is your mother nevertheless."
135,"Wudi wo agya akyi a, wusũa ne nantew.","When you follow behind your father, you learn to walk like him."
135,"Wunni nã na woko obi fi agoro a, na otu ne mma fo a, wode tu wohõ bi.","When you have no mother and you go to some one's house to play, and she (the mother) admonishes her children, you profit by some of that advice yourself."
135,"Agorũ a ɛreba wo nã nè wo agya abóbów ano nó, wompe ntem ṅkofwe.","The dance which is coming to your mother's and your father's door, you do not go off in haste to look at elsewhere."
135,"Wokã wo agya a, wokã wo nã bi.","When you swear the oath of your father, you should also swear that of your mother."
137,Memeneda Koromante,Koromante Saturday
137,ntam kese,the great oath
137,Akantamansu,oath from the name of a battle near Dodowa
137,Wukuda,Wednesday's oath
137,Abañakyi,"lit. after or behind the castle, castle being used as the personification of the English Government; this oath referring to the last rising in 1900 in Ashanti"
137,sepow,a skewer-like knife used to pierce through both cheeks of a man about to be executed to prevent him from 'swearing the king's oath'
137,Obosom nkum ohene,May a fetish kill the king
137,edwira,the sacred (blessing or sprinkling) on the king
138,Obi mfi bea akyi ntu ne tam.,No one can pull the loin-cloth off a woman without her knowledge.
138,"Obea ko aguare na wamma ntem a, na osiesie nehõ.","When a woman goes to bathe and is a long time in returning, then (you can be sure) she is decking herself out."
138,"Obea tenten so abɛ a, oŋwam di.","When a tall girl carries palm nuts, the toucan eats (them)."
138,Mmea ǹhĩnã ye bākõ.,All women are alike.
138,"Mmea n'nyae ankā aguare, na ahohow hõ bọ̀n.","Let women cease to bathe with limes, for even the (ahohow) red ant has an offensive smell."
139,Mmea pẹ nea sika wo.,"Where the gold dust is, that is where the women like to be."
139,"Mmea se, ‘Wo hō ye fe’ a, ene ka.","When the women say (to you) ‘You are a handsome fellow’, that means you are going to run into debt."
139,"Obā hō ye fe a, efi ne kunu.","When a woman is beautiful, it is from her husband she gets her beauty."
139,Obā na onim kunu.,It is the woman who knows her husband.
139,"Obā nyinsen na waṅwo bā a, owo baniṅ.","When a woman conceives and does not give birth to a girl, she gives birth to a boy."
139,"Obā tĭwa bommā a, etv̆eri barima daṅ mu.","Even when a woman makes (lit. cuts) a drum, it leans against the man's house."
142,"O-ba-yi-fo, o-do-man-ko-ma, kye-re-ma se, o-re-se-re, wo, ba-bi, a-gyi-na.","O wizard, the sacred drummer says he craves of you a place to stand."
142,"Twe-re-bo-a, Ko-di-a, Bi-rim-pon, o-do-man-ko-ma, kye-re-ma, se, o-ko-o, ba-bi, a, wa-ma ne ho m-me-re-so, fir-im-pon, da-mir-i-fa, da-mir-i-fa, da-mir-i-fa!","O cedar tree (from which the drum is made), the mighty one, the divine drummer says he had gone elsewhere for a while, but that now he has returned, pity, pity, pity."
142,"O-bu-a, yen-kye-re-du, o-do-man-ko-ma, kye-re-ma, se, o-ko-o, ba-bi, a, wa-ma ne ho m-me-re-so fi-rim-pon, da-mir-i-fa, da-mir-i-fa, da-mir-i-fa!","O obua tree (from which the pegs are cut that hold down the skin), the divine drummer says he had gone elsewhere for a while, but now he has returned, pity, pity, pity."
142,"Bo-fu-mu, am-pa-se-kyi, o-do-man-ko-ma, kye-re-ma se, . . . (as before).","O bofumu apasekyi (the tree from which the bark is stripped to make the string with which the skin is fastened down to the pegs), the divine drummer says . . . (as before)."
142,"A-fe-ma, dun-si-ni, ne, a-sa-re n-kon-ta, o-do-man-ko-ma kye-re-ma, se . . . (as before).","O afuna tree (from which the drumsticks are cut), the divine drummer says . . . (as before)."
143,"E-so-no, o-bu, a-ku-ma, o-do-man-ko-ma, kye-re-ma, se, . . .","O elephant (lit. the great one), breaker of the axe, the divine drummer says . . ."
143,"A-si-a-ma-To-ku-A-sa-re, o-twe-a-du-am-poŋ, o-nyà-mé, o-do-man-ko-ma, kye-re-ma, se, o-ko-o, ba-li, a, wa-ma, ne-ho, m-me-re, so, o-bo-o, de-en, o-bo-o o-seŋ, na, o-bo-o, o-kye-re-ma, na o-bo-o, o-bra-fo ti-ti-ri.","Asiama-Toku-Asare (the first king who sat on the stool of Mampoŋ), Supreme Being, God, the divine drummer says he had gone elsewhere, but has now returned. What did He create; He created the herald, He created the drummer, but above all He created the executioner."
143,"O-do-man-ko-ma, bo-o, a-de, Bo-re Bo-re bo, a-de, o-bo de, e-beŋ, o-bo-o o-seŋ, o-bo-o, kye-re-ma, o-bo-o, Ku-a-ku, Ak-wa, bo-a-fo ti-ti-ri Ko-nin-sa-mo-agya, Gya-me, A-mo-a-gya e-seŋ, be-gye, wo, fo-kye, o-gya, wo de e-beŋ o-gya, wo, a-ka-bu, o-gya, wo a-to-per-e o-gya, wo, Gya-me, A-m-poŋ-sa-kyi, A-m-pon-sa, Mam-poŋ, A-som Gyi-ma, bi-rem-poŋ fi-rim-poŋ, da-mir-i-fa, da-mir-i-fa, da-mir-i-fa !","The Supreme Being created things, the Creator created things, what things did He create? He created the herald, He created the drummer, He created Kwaku Akua (meaning unknown), but chiefly He created the executioner, Koninsamoagya, Gyame, Amoagya"
144,"Wo yere a onye no, na ete se obi aguaman.","When your wife is a woman of no morals, then she might as well be some one else's harlot."
145,"Wo yere anyin a, wuntutu 'mirika na ɛkohyia no.",Before your wife has reached puberty you do not run to meet her.
145,"Wo yere nom anum a, wo tɛkrɛma anum.","When you have five wives, you have five tongues."
145,"Wo yere apem a, wo asɛm apem.","When you have a thousand wives, you have a thousand 'palavers'."
145,"Obea nɛ ne kunu asɛm, obi nnim mu.",The conversation between husband and wife no one knows about.
145,"Oyere te sɛ kũntũ; wòdè katá wo sò a, wo hɔ̃ keka wo, wuyi gu hɔ nso a, awɔw de wo.","A wife is like a blanket; when you cover yourself with it, it irritates you, and yet if you cast it aside you feel cold."
145,Oyere nye nãm na woakyekye amãnã.,A wife is not meat that she should be parcelled up and sent out to others.
145,"Wo yere nye a, ɛnte sɛ wo ǹkõ wo da.","Even if your wife be a bad lot, that is not to say you are going to sleep alone."
145,"Asɛm a wontumi ǹkã no abɔntɛn so no, wo nè wo yere te fie a, ǹkã ǹkyerɛ no.","When you have anything to say which could not be spoken on the street, do not tell it to your wife when you and she are together at home."
145,"Woko na obi nè ne yere rekõ a, mpɛ ntɛm mmua, na ɛwo nea wayɛ no.",When you go (to a man's house) and find him fighting with his
146,Nea orefwɛfwɛ yere nto mmea hɔ mpɛ.,One who is looking out for a wife does not speak contemptuously of women.
146,Aware foforo sa ode.,"On the honeymoon the yams always taste sweet. (Lit. (in) a new marriage, the yams mix well.)"
146,"Wowo ba bone a, wofa okasabɛre.","When you give birth to a bad child, you (will) grow weary of speaking."
146,"Wowo nipa, na woawo ne tamfo.",A man is brought forth; his enemy has (already) been born.
146,"Wowoo tafoni ba no, na onkura ta.","When the archer was born, he did not hold a bow."
146,"Mawo wo mabɛre, wokyi.",'I am weary of having born you' is something no one ever wants to say.
146,Obi nhyee da nwoo panyin peŋ.,No one ever yet fixed on a particular day to give birth to an elder (i. e. a man who was to be of importance some day).
147,"Wowoo ‘ Wo di amim’ Kwasida, na wowoo ‘ Wo yi adwɔw’ Dwɔda.",The greedy person was born on Sunday and the extortioner on Monday.
148,Ohoho akyi mpa asem.,After a stranger has gone there is always something to be said about him (good or bad).
148,Ohoho ama woanya sika ama woanya kaw.,A stranger causes one to get money (but) he also is the cause of one getting (bad) debts.
148,"Ohoho ani akese-akese, nanso enhu man mu asem, na nea ode kurow aniwa nkete-nkete na ohu mu asem.","A stranger may have big big eyes, but he does not see into what is going on among the people he is among, whereas the town's man, with little little eyes, he knows all the town's affairs."
148,Ohoho nsoa funu ti.,A stranger does not carry the head of the corpse.
148,"Ohoho soe wo fi na wannyaw wo biribi a, ogyaw wo kaw.","When a stranger stops at your house and does not leave you anything else, he leaves you debts."
149,Ohoho te se abofra.,A stranger is like a child.
149,Ohoho te se sunsuansu.,A stranger is like unto the water running over the ground after a rain storm (which soon dries up and leaves little trace behind.)
149,Ohoho nto mmara.,A stranger does not break laws.
149,"Ahohoduan ye wo de a, wo anuonyam ye ketewa.","When you accept the hospitality of a stranger, your dignity is small."
149,"Aburokyiri nye ko-na, na po na ehua.","It would not be difficult to go to Europe, if it were not for the sea."
149,"Aburokyiri a mereko ehua me, mpoano na ehua me.","(The thought of) Europe, where I am going, does not distress me, it is (surf on) the beach that is the difficulty."
149,"Nnipa nhina pe Aburokyiri ako, na onya na wonnya.","All men would like to go to Europe, it is the opportunity they lack."
149,"Oburoni a ote abantenten mu, se owu a, na oda fam'.","The white man who lives in the castle, when he dies he lies in the ground."
150,Obŭroni toŋ asekaŋ na ne ti afuw.,"It is the white man who sells knives, yet his head is overgrown with hairs."
150,Brofo adaworoma na yeṅ ṅhĩnā furafura ntãmã.,It is thanks to the white man that we all wear cloths.
150,Brofo de nyansa na eforo po.,By virtue of wisdom the white men mount the sea.
150,Obrọfotefo na ọmā obŭroni ye aye.,It is the native who knows English who directs the white man whom to praise (and whom to blame).
151,"Obi nim se ohĩa behĩa no a, aṅkã oko Brofo mã 'yewo no.","If any one had knowledge previous to his birth that he was going to have to suffer from poverty, then he would have gone to the white men that he might have been born of them. In the native mind all Europeans must be prosperous and rich."
151,"Wudi Bŭroni ade a, woko aprem ano.","When you eat the white man's pay, you fight at the cannon's mouth."
151,"Wo nã te Abibirim' na wo agya te Abŭrokyiri, na wope ade a, woṅkye nyã.","When your mother lives in Africa and your father in Europe, and when there is a thing you want, you do not have to wait for it."
152,"Ọkọm de aberewa a, na ose, ‘Tọt õ biribi mã mmofra na wonni’.","When an old woman is hungry, then she says, ‘Roast something for the children that they may eat’."
152,"Ọkọm de họho a, oda, na odidi mẽ a, obisabisa nkũrofo yerenom.","When a stranger is hungry he sleeps, but when he has eaten his fill he goes about accosting the town's folks' wives."
152,"Ọkọm de họho a, ode fi ne kũrom.","When a stranger is hungry, he brought it (hunger) with him from his own village."
152,"Ọkọm de akoa, na okọm de hene.",Hunger is felt by a slave and hunger is felt by a king.
152,"Ọkọm de wo a, ede wo nkõ.","When you feel hungry, it is only you who feel hungry (one does not feel hungry for another)."
152,"Ọkọm de wo a, womfá wo nsa abién nnidi.","When you are hungry, you do not use both your hands for eating with."
152,"Ọkọm nè ka, na efanim ka.","Of (the two) hunger and debt, debt is preferable."
152,"Oyare a ebekum wo bo wo a, wonkae duruyofo.","When the illness that is going to kill you comes upon you, you forget the doctor who could have cured you."
153,"Qyare, wokõ no ahohora.",Illness is driven off by insults (fear of insults)?
153,"Qyare nsãe a, wonnye ayaresade.",The physician's fee is not paid till the sickness is over.
153,Qyare see akyẽafo.,Sickness destroys even he who is most worthy.
153,"Woyare anomdew a, na woyare ntoto.","If you suffer from a complaint that is always crying out for delicacies, then you (also) have a complaint that is always calling for buying."
153,Oduruyefo nnõm aduru mmã oyarefo.,The physician does not drink the medicine for the patient.
153,"Wopa opayare a, oyare pa gye wo mu.","When you make pretence of being ill, a real illness lays hold on you."
153,Obi nyaré ayamka ṅkye akyebŭro mfa nsa nehõ yare.,No one who has belly-ache tries to cure himself with parched corn.
153,"Nnua ṅhĩnã ye aduru, na wunnim a, na wuse, eye bone.","All plants are medicinal, but you do not know and say this one is (useless) bad."
154,"Mâ me aduru mprempreŋ, nye aduru.","Give me medicine at once, you cannot expect that to be good medicine."
154,Suro nea obeŋ wo.,Fear him who is near you.
154,"Suro nea ose, obegye, na nsuro nea ose, ‘Meremã wo’.","Fear him who says he will take from you, but do not fear him who says, ‘I am going to give you’."
154,Misuro kum nti na maye me koŋ tiã.,Because I fear to be killed I have made my neck short.
154,"Yensuru dom anim, na menne asem anim.","We do not fear the front of battle, much less the front where words are weapons."
154,"Wusuro nnimmo a, wode wo sekaŋ gua oŋaŋkã.","If you are afraid to incur unpopularity, you have your knife taken (borrowed) to flay a python."
155,"Wusuro odoŋko bi a, wofwɛ no mpreŋsã.","When you fear (to remove) a slave's excrement, you look on it many times."
155,"Wusuro guamsem a, wo abaguade ye ketewa.","When you fear to take part in public disputes, your share of fees (for attending such 'palavers') is small."
155,"Wusuro ahenware a, wowo nnofowa ba.","If you fear to marry a chief, you will give birth to a nameless child."
155,"Wotaṅ wo yoŋkõ ba a, wo ba wu awusiṅ.","When you hate your friend's child, your own child dies a sudden death."
155,"Wotaṅ nipa a, womã oye nneema ṅhiṅã.",When a man is disliked he is blamed for all kinds of things.
155,"Obi taṅ wo a, na oparuw wo mparuṅwoma.","When some one hates you, he makes malignant remarks about you."
156,"Obi taṅ wo a, eṅworaṅwora wo.","When some one hates you, he scratches you."
156,"Obi taṅ wo a, na obọ wo aboa ade.","When some one hates you, he reminds you of the promises you made (and have not fulfilled)."
156,"Wo atamfo abieṣã ko agyina, na hena na abebu wo bem ?","When three people who hate you go aside to deliberate on the verdict to be given on you, who is going to find you innocent ?"
156,"Wo tamfo di wo aṣem ase kaṅ a, wokã ṅkyene a, edaṅ mako.","When one who hates you gets the first chance to state a case he has with you (before the elders), when you talk salt it turns to pepper."
156,"Wo tamfo sũa wo asaw a, okyeakyea ne pã.","When one who dislikes you imitates you dancing, he bends his waist sideways."
156,Otaṅ nni aduru.,There is no medicine to cure hatred.
157,"Wotañ bi a, na wofa ne yere.","When you hate some one, then you seduce his wife."
157,"Wotañ wo nĩ a, womfá no mmã dom.","(Even) if you hate your mother, you do not hand her over to the enemy."
157,"Wo yoŋkõ di wo amĩm na wunni no bi a, na ete se wusuro no.","When your friend helps himself to the larger share (when eating with you) and you (next time you are eating with him) do not do likewise, then it is as if you fear him."
157,Qyoŋkõ mu wo oyoŋkõ.,Among friends there are some who are (greater) friends (than others).
157,"‘Yoŋkõ, yoŋkõ,’ na emã asem terew.","‘Friend, friend (I will tell you a secret),’ that is how news spreads."
157,"Ade to wo ani so a, wo yoŋkõ na oyi mã wo.","When something gets in your eye, it is your friend who removes it for you."
157,"Woko wo yoŋkõ ṅkyeŋ agoru na ne nã pam no a, na ode wo.","When you go to your friend's house to play, and his mother drives him off, it is really you she means (to send home)."
157,"Wo ani bere wo yoŋkõ ade a, woye bi, na wunwĩia.","When you covet something belonging to your friend, you work for it, but you do not steal (it)."
158,"Okwasea na ose, ‘Wode me yoŋkō, na woŋné me’.","It is the fool who says, ‘They mean my friend, but not me’."
158,"Okwasea na wobu no be a, wokyere no ase.","When the fool is told a proverb, the meaning of it has to be explained to him."
158,"Okwasea, na ne guaŋ tew mpeŋ abieŋ.",It is the fool’s sheep that breaks loose twice.
158,"Okwasea redi ne sika a, ose ne nseŋia ye merew.","When a fool is squandering his gold dust, he says his scales are out of order."
160,"Okwasea ani te a, nã agoru agu.","By the time the fool has learned to play the game, the players have dispersed."
160,"Okwasea unim biribi a, onim ne fufū tow.","If the fool knows nothing else, he (at least) knows all about his plantain dumpling."
160,"Nea wuresisi kwasea no, na onyansafo te ho fīe wo.","Where you are taking advantage of a fool, there a wise man is, looking on at you."
160,Okwasea na wotew ne ntorowa toŋ no.,It is the fool whose own tomatoes (?) are plucked and sold to him.
160,Nyansa nye sika na woakyekyere asie.,Wisdom is not gold dust that it should be tied up and put away.
160,Onyansafo de pesewa gye okwasea nsam' pereguaŋ.,The clever man takes one penny worth of gold dust and receives from the hand of the fool gold dust of the value of £8.
161,"Anyansafo bānu goru a, ntōtō ba.","When two men of equal wisdom play together, discord arises."
161,"Anyansafo bānu kye mensā, obākō daṅ si ho, na obākō redaṅ butuw ho.","When two wise men are dividing up a yam between them, one turns a piece over and puts it down (for the other), but the other again turns it over and exposes the other side."
161,"Obi ṅkyekyere nyansa-kotoku mfa ṅkoto adakam' mmegyina adiho, nse no se, ‘Kyere me asem’.","No one ties up a wisdom-bag, and takes it and puts it away in a box and comes and stands in the courtyard and says, ‘Explain the matter to me’."
161,Nokware mu nni abra.,In truth there is no deceit.
161,Nokware nye ahẽ (nnōsō) na woatwa mu ṅkontompo.,There is not so much of truth that it should be cut off by falsehood.
161,"Wutwa ṅkontompo a, wusuro Kumase.","When you tell a lie, you fear Coomassie."
162,"Otɔrofo de mfe apem tu kwan a, onokwafo de dakoro tiw no to no.","Whereas the liar takes a thousand years to go a journey, the one who speaks the truth follows and overtakes him in a day."
162,"Otɔrofo gye agua; ose, ‘Manyã obo’.","Smooth-tongued one take a seat; he says, ‘I have got a stone’."
162,"Otɔrofo na ose, ‘Me dansefo wo Aburokyiri’.","The smooth-tongued one says, ‘My witness is in Europe’."
162,"Wode nkontompo ka asem a, wobere.","When you speak falsehoods in stating a case, you become weary."
162,"Wode nkontompo pe ade mfe apem a, onokwafo de nokware gye wo nsam' dakoro.","When you seek for a thing for one thousand years by the aid of falsehood, the truthful man, using truth, takes it from your grasp in a day."
162,Atokoro see nokwapem.,One falsehood spoils a thousand truths.
162,Eha bateni ha pani.,"When the hirer is in want, the hireling is in want."
163,"Ehĩa onipa a, ọda wuram'.","When a man is in want, he sleeps in the forest. That is, he is compelled to go far afield, hunting or fishing, in order to find food."
163,"Ehĩa wo a, na worewe sumãnã-dwé.","When in want, then you eat the palm nuts off the refuse heap."
163,"Ehĩa wo a, ṅwu.","When you are in want, do not die. That is, do not give up hope."
163,"‘Ahĩa me na fịwe mã me,’ nti na obi yee akoa.","‘I am in want, so look after me,’ it is thus some became slaves, (lit. one became a slave)."
163,"Ohĩa, wodi no fie, na wonni no gua so.","When you are a poor man, you remain at home and do not mix in public affairs."
163,"Ohĩa hĩa wo a, woŵe aberekyi wére.","When you are in want, you chew a goat's skin. In times of scarcity the skins of goats and sheep are cut up and boiled."
163,"Ohĩa hĩa wo na wutĩ abeté a, edań' fán.","When you are in want and pick out the maize from the pot, that even turns into a leaf. Roasted maize, which only the poor eat."
164,"Ohia hĩa wo na wotɔ nsu-oŋwinim' a, ɛhye wo.","When you are suffering from poverty and happen to fall into cold water, it scalds you."
164,Ohia nhyɛ da.,"Poverty does not fix on a day (to come upon one), (i. e. its arrival will be unexpected)."
164,Ohia na ɛmã odehye yɛ akoa.,It is poverty that causes the free man to become a slave.
164,Ohia na ɛmã otwɛa ko anopa-be soo.,It is poverty that causes the dog (i.e. the dog's master) to have to turn out for the early morning palm-nut cutting.
164,Ohia ne gyimi.,"Poverty is stupidity. That is, a poor man is reckoned a fool."
164,"Ohia nni Aburokyiri a, ankã Oburoni ammehata ne ntama Abibirim'.","If there had been no poverty in Europe, then the white man would not have come and spread his cloths in Africa."
165,"Ohĩa te se 'wo, ɛnno fākō.","Poverty is like honey, it is not peculiar to one place alone."
165,Ohĩa nti na aseredowa sisi abŭrobia so.,It is want that causes the little 'aseredowa' bird to alight on the 'bŭrobia' plant.
165,Ohĩa tumi nyɛ tumi-pa.,"The display of power exhibited by poverty is not real power. A poor man having nothing to lose and becoming desperate, sometimes commits acts which some one having anything at stake would hesitate to do."
165,Ohĩa yɛ adámmo.,Poverty is madness.
165,Ohĩa-da na wohũ nipa.,On the day of poverty it is then you perceive who is a man. (a friend)
165,"Ohĩani abāwa koro ṅkyɛ bɛrɛ, nso waṅko a, yennidí.","The poor man's only slave girl soon gets wear, but if she does not go (and work) we do not eat."
165,Ohĩani bo mfuw.,The poor man does not get in a rage.
165,"Ohĩani bu bɛ a, ɛnhye.","When a poor man makes a proverb, it does not spread abroad."
165,"Ohĩani di powade a, eye se odi dwane.","When a poor man eats something of the value of a halfpenny, it is as if he partakes of a sheep."
166,"Ohĩani fura kyɛmɛ a, eye sẹ efura dunsĩn.","When a poor man wears a silken robe, it is as if it decked a tree stump."
166,"Ohĩani hyẹ sika a, wobu no aẅowa.","When a poor man is decked out in gold, people say it is brass."
166,Ohĩani nè ọdefo ṅṅoru.,The poor man and the rich man do not play together.
166,"Ohĩani nni biribi a, ọwọ tẹkrẹma a ọde tutu ka.","If the poor man has nothing else, he at least has a tongue with which to defer the payment of his debts."
166,Ohĩani nni yoṅkõ.,The poor man has no friend.
166,"Ohĩani nom tawa-pa a, eye sẹ tāsẹnfĩ.","When a poor man smokes good tobacco, it is as if he were smoking the remains of some old tobacco in a pipe."
