page,twi,eng
39,bàsaa,"withered or lame hand or arm; paralysis of the hand or arm; a person with a withered hand. Judg. 3,15. 3,11. (pr. 878); cf. bisibàsaa, gyigyá, sàkaa; nsém bàsaa or bàsabàsa, nsém mmàsa-mmàsa, confused words; a confused state of things. — yɛ bb., to con- fused. Gen. 11,9; ne tirim yɛ no bb., he is insane; nsra nnipa bb., do not visit (people) every one indiscriminately. — basabasa-yɛ, inf. the causing of confusion; disorder."
39,bàasã,"three persons; baasã no, those three persons. Gr. § 80,1."
39,baasãwá,"bi, baasãwa bi, a few (two or three persons)."
39,baasãewí,a large sea-fish [G. gbaa]; apa- taa bi a ɔte se sire.
39,basafá,"pl. id., F. bafã, a cubit, ell; cf. abasamfã."
39,basafáwa,"bafan, obubuafo. pr. 52."
39,básakokòm,"pl. id., F. m-, the inner part of the arm at the elbow-joint; the elbow-pit; s. kokom; cf. mmotoam'."
39,abasa-kóŋmù,wototo ab. (nantew); they walk one putting his arm round the shoulder of the other.
39,baasã-koro,"triune; Onyame b.-da, Trinity Sunday; Onyàmè bàasãkoro-yé, the holy trinity."
39,basakúràm,"the upper arm; s. nsatu., abasa-kyɛa, inf. = abasatoto. pr. 733; s. kyɛa."
39,abasám,"the space to which a man can extend his arms, a fathom, the length of the extended arms, six feet; the strength of the arms. — tu..ab., to dishearten, discourage; n'abásam' átù, he is disheartened; cf. abaw- or ahodwow, wapa abaw."
39,abasám'fã,"pl. id. a measure of three feet, a yard; cf. siŋ. [pa."
39,abasam-tú,inf. discouragement; cf. abaw-
39,basa-tíri,"[con. ne básatiri], Ak. F. abatiri, = mmati."
39,abasa-tóto,"abasátótó, inf. the swinging of the arms. pr. 733."
39,abasawá,"pl. m-, Aky. F. = abasaa."
39,abá-sém,"pl. id. a story that happened; history; occurrence; cf. abakɔsɛm. — ab. a ɛba wòso-wòso, annals."
39,aba-sɛrɛwá,abasiriwa.
39,baaséwá,"pl. m-, a clear-sighted, skilful, respected or ambitious man in a society; aristocrat; ɔyɛ hyew, ɔyɛ aguasemde. ɔ-basía, pl. m- & mmasiafó, F. a woman, female (pr. 1844) = ɔbaabasia; cf. akataasia, akatamasiaba."
39,abasíaba,"pl. m-, F. a girl, maiden."
39,básia,"básiaba, basiaba, adv. even; syn. pó, m'po; merely, only, nothing but; syn. téta; duá basia, only a tree."
39,baasía,"six persons. Gr. § 80,1."
39,basíbásì,"quarrel, quarrelling; di b., to quarrel, dispute."
39,ba-sígyaw,"m-, the state of having no children. 1 Thess. 2,17. — di b., to be without children; s.mmas... & 1 Sa. 15,33."
39,ɔ-báa-simma,"pl. m-, F. ɔbasimba, a low, humble, simple, unpresuming woman, not entitled to much respect or esteem; s. ɔbeasimba."
39,básin,"F. a-, stump of an arm; one-armed person. pr. 2541."
39,abasiriwá,"pl. m-, an infant; a child (boy or girl) of 6 to 14 years."
39,abasó,"di ab., to stand security for; cf. a[ka]gyinam, akabaso; — menné ka, menné ab., I owe no debts, neither for myself, nor from standing security. —"
39,abaso-di,"inf. the act of standing security, a pledge. [rity."
39,ábásó,"[nea aba so] that has sprung up recently; recent, modern; ab. Twi, 'modern Tshi'."
39,ábasofó,[wɔŋ a wɔaba so] the present generation; cf. nnɛɛmma.
39,abaso-sém,a thing or occurrence that happened in these days (at the present time); cf. nnansāyi-sɛm.
39,baasɔŋ,"seven persons. Gr. § 80,1."
39,mbasu,"F. = mmású, spring water."
39,bata,"v. (..hɔ), ɔkw. data, to be close to, adjoin, lean against; duá bàta bó yè twa-ná, a piece of wood lying close to a stone is difficult to cut. pr.991; to trust; Prov. 3,5; to adhere, cling to; to be connected with. pr. 602. 691. — to join, to connect with; ɔkosii mpu-raŋ ketewa batáà kese bi hɔ, he (dug"
40,ɔ-bàtá,"a hole &) placed a small beam beside a large one; wode woŋ hɔ bàtá no hɔ, they hang on him. Lk. 19,48. pr. 2825; ode .mmɛrete foforo abáta dedaw no hɔ, he (has) joined a new board to the old one. — red. batabata; ɛbàta[bata] hɔ kwà, it is a mere appendage."
40,ɔ-bàtá,"trade, traffic, commerce, custom, business. — tu b., di b., 1. to journey about with wares for sale, to travel on commercial business. - to traffic, trade; odi ntama b., he deals in cloth. — 2. to trade on joint account; cf. ɔbatadi 2. - gye bata, to offer trade, to win a customer, to invite traders for a merchant; cf. gye 35; merekogyɛ ɔb. mamã ɔw. K. - Wofa da-bone kɔ gua a, baṭa butu(w) wo, if you go trading on an unlucky day, you will fail; s. butuw."
40,ɔ-bàtá,a beast of prey like the lynx; it has a longer tail with more hair on it than atóatoa.
40,"batãdewá, batãdéwa",F. boat; Ak. obonto; cf. korow.
40,"ɔ-batádí, obatadí","inf. the act of trading; s. (di) batá: 1. trading on one's own account = ɔbatatu. — 2. co-operative trading, trading on joint account; ase ne sɛ: wonẽ wo yɔŋkɔ abom' de mo aguade akohye ahina a. s. biribi a wo-susuw aguade wom' mã atɔŋ, together with your partner you try to sell the products which you have put into a pot or any measuring vessel."
40,batafó,"pl. id. wild boar. pr. 2849; syn. kɔkɔté. — batafó-sɛ̀, a boar's tusk. pr.53f. — batafo-sásóno, a medicinal plant."
40,"ɔ-batágyé, obatagyé","inf. offering trade, inviting traders for a merchant; s. (gye) bàtá."
40,"batakarí, batakyiri","pl. m-, war-dress (like a shirt without collar and sleeves), adorned with fetishes; the dress of the Mohammedans; robe, upper garment. Ex. 28,4; tunic, toga; caftan."
40,ɔ-batakó,= ɔbatatú.
40,ɔ-batá-kwáŋ,"tu b., to set out on a commercial journey."
40,ɔ-bátám,"[ɔba, tam, F. silly] a simple, silly, dull, half-witted fellow or person."
40,"ɔ-báa-táŋ, ɔbéatáŋ","pl. m-, a woman that has children, mother; a parent."
40,ɔ-bataní,"pl. a-fo, trader, tradesman, merchant; commercial traveller; a customer, buyer. pr. 923. 1330; cf. oguadini, ɔnantefo, ɔpɛwadifo, ɔpewani."
40,ɔ-batatú,inf. [tu batá] = ɔbatadi 1.
40,a-bátíri,"Ak. F.; basatiri. pr. 55, = mmati, shoulder; ókǎ ne bátiri, he shrugs, gives a shrug."
40,ɔ-bá-tó,embryo of animals; cf. mfofahɔ.
40,"batwéw, batwów","Aky. batwée, pl. a- [con. ne bátwew] elbow. cf. basa, twea. — Phr. nyiŋ wɔ ne b., lit. to grow at one's elbow, i.e. to become rich. pr. 2611."
40,"bàw, v.","bare; to besmear, bedaub; — baw amãne, to smear a twig with lime for catching birds."
40,baw,"= baa, bea, bere, bew, place; anywhere; ɔŋkó bàw' = ɔŋkó baabi, he goes nowhere; cf. gyabaw."
40,báw,"= ba; bo..baw = bo..ba, to beckon, call; ɔbóɔ me báw se: bɛra!"
40,abáw,"= abasa, the arms; wɔso no abàw-abáw, they carry him on their arms. pr. 3664. — Wapa abaw, he has withdrawn or dropped his arms, i. e. he is exhausted, quite tired, despairs; cf. ne nsa apa, ne nsam' agow or ahodwo, n'abasam' atu; n'aba apa; ne báw. or n'abáw (mũ) abù, n'abaw apa, he is exhausted, despairs."
40,abáw-pá,"F. abaapa, inf. faintness; despondency; despair, desperation."
40,abáawa,"F. ɔ-báawa, pl. m- [ɔbaa, dim.] = abeawa, girl, lass."
40,abaawá,"pl. m-, maid-servant, servant-girl. pr. 1359."
40,ɔ-baawa,"pl. m-, F. a woman = ɔbasimba."
40,ɔ-báa-warefó,"ɔbáa-wàréfó, a married woman. 1 Cor. 7,34."
40,ɔ-báa-wòfó,"a woman in travail. Jer. 30,6."
40,abá-wó,"inf. child-bearing. 1 Tim. 2,15."
40,abá-wú,"abawú, inf. the death of a child. pr. 296."
40,bàwèe,"a. ugly, rough, nasty; otúo bàwèe; ɔkwaŋ b.; nnipa bàwè-bàwèe, ugly people."
40,"bàyaa, bayabàya, bàyabàyaa",wide open;
41,n'ano,"b. = tɛtrɛɛ; wɔagyigyaw wɔŋ a-daŋ ano atoto hɔ bayabayaa, they have left the doors of their houses wide open; cf. baa, to open."
41,abáyé,inf. [yɛ oba] careful treatment or adoption of children.
41,ɔ-bá-yɛ́,"mmá-yɛ́; inf. being the child of a person; the adoption of sons; ɔb. hoŋhom, the spirit of adoption."
41,abáyɛ́n,"inf. [yɛŋ ba] the bringing-up or training of children; -. abayɛmmóné, bad education. pr. 56."
41,ɔ-báayɛŋ,"pl. m-, witch, hag, sorceress; s. ayɛŋ."
41,ɔ-bá-yéráfó,"pl. m- [yera, fo] a lost child; prodigal."
41,bàyéré,a species of yam; s. ade. pr. 57 f.
41,abáyéwà,Aky. = abábáá. [1314.
41,ɔ-bá-yèyére,"favourite child, the most beloved (son) among a number of children; -. abayɛmme is among a number of wives)."
41,báyí,"(abayide, abayigoru, abayisɛm) witchcraft, sorcery; yɛ or dɛw bayi, to practise witchcraft; b. yɛ abusũade, witchcraft is inborn, innate, hereditary [fr. ɔba, child, yi, to take away?]"
41,abayidé,= bayi [ade].
41,ɔ-bayifó,"pl. a-, witch, hag; wizard, sorcerer. pr. 59-62. 139. 2154; cf. bayi, ayɛŋ, baninyɛŋ, baayɛŋ, ɔbonsam, kabere. The natives describe a wizard or witch as a man or woman who stands in some agreement with the devil. At night, when all are asleep, he (or she) rises or rather leaves his (her) body, as a snake casts its slough, and goes out emitting flames from his eyes, nose, mouth, ears, armpits; he may walk with his head on the ground and his feet up; he catches and eats animals, or kills men either by drinking their blood or by catching their soul,-which he boils and eats, where-upon the person dies; or he bites them that they become full of sores. Some change themselves into leopards, snakes, antelopes; some apply their witchcraft also to trade when selling things."
41,abayigóru,"= bayi; ógòru me ab., he or she practises witchcraft upon me."
41,bayi-sɛ̀áá,a small pot (asɛaa) used by a witch.
41,abayisɛ́m,"= bayi. — abayiyí, inf. the finding out of witches; cf. bayi."
41,bɛ́,"adv. 1. used of the effect of pinching; ɔti me ara bɛ, he pinches me sharply, that I feel it keenly; cf. bɛɛ, bew, v. & adv. — 2. = bɛ, thickly, densely, closely; syn. pe."
41,ɛ-bɛ́,"pl. m- (& bɛ́), proverb, parable, riddle; bu or tɔ bɛ, to utter, tell or make a proverb; ɔbuu wɔŋ bɛ, he told them a proverb &c.; pl. ɔbubnu wɔŋ mmɛ; s. abebu & bu 30. — pr. 16. 498. 1361."
41,a-bɛ́,"pl. m-, palm, palm-tree; the species of palm from which palm-wine (nsãfufu) and palm-oil (ŋyo) is obtained, the most common in Western Africa: oil-palm, Elaeis Guineensis; palm-nut (cf. befua, adwe); bunch of palm-nuts (bemũ); all the palm-nuts growing on a tree. pr. 64-69; cf. nũ, dwow, sa, se, pow, tow, twa abe. — Diff. species of oil-palm: ɔbsdam, abefufu, abetuntum, abshene; other palms, s. adobe, kube, ŋkresia, kokosi. Cf. abɛtwa, absye, ŋŋo-yɛ."
41,bɛ̀,"v. : èbɛ mé bò, it (the work) is too difficult for me, I am not strong enough to do it; syn. bɛa, da."
41,bɛ̀,"v. to recite, (declaim), deliver in a rhetorical or set manner; śbɛ kwadwom, he delivers mournful songs; onim kwá-dwóm bɛ."
41,bɛ́,"= bɛ 2; wɔde aguade hyɛɛ hyɛŋ no mã bɛ, they loaded the ship crammed with goods; the ship was crammed full of goods; ɔdaŋ no yɛɛ mã bɛ a nnipa nnyã afã po, the house was so crowded with people that no one else could find any room."
41,bea,"v. [red. beabea] to lie lengthwise, across, to cross; ɔbea hó tɔtɔtɛɛ, s. tɔ-tɔtɛɛ; ntama daŋ no bèabèa, the tents lie stretched across; ne hó bèabèa, he is or was covered with stripes. — caus. (de or fa, beá:) to lay lengthwise; — de duá bi bèá (rèbeá) ókwáŋ mù, they put (are putting) a tree across the way; wɔde nnua bi bèábèa (rèbeábèa)..., they put (are putting) trees across...; wɔde"
42,béa,"place (=baa, baw, bew, bere); manner of state or doing (in cpds. with an inf.). — ato bea, entɔ bea, s. to 13. — pl. mmeá-mmeá, at different places."
42,ɔ-béa,"pl. m-, woman, female = (Ak.) ɔbaa, ɔbaabasia, F. ɔbasia. pr. 22---30."
42,béabi,Ak. F. = baabi.
42,beaé,"place, situation; pl. mmeá-mmeá, at different places."
42,beáè,"pl. m-, a beam or pole on which the ends of the rafters (mparoo) are fastened; one (mostly a bamboo-cane) forms the ridge of the roof, two are above the two sides of the wall; b. yi atɔ ŋkorasimma yim' akyea, this pole happened to lie crooked on these posts."
42,beáè,a boil or swelling in the groins (of men or women); pɔmpɔ a ɛhɔŋ a-haŋmú; bubo.
42,abeafó,"pl. m-, a lovely young woman, neatly, nicely dressed."
42,ɔ-béa-aguàmáŋ,s. a-guamáŋ.
42,bea-kúnini,"pl. m-, cardinal point; m-anaŋ, the four c. points North, South, East, West, s. beŋkum, nifä, apuei, atɔe."
42,ɔ-béa-panyiŋ, = ɔbaapanyiŋ.
42,ɔ-béasimma,a weak sort of woman; a despicable person; s. ɔbaa-simma.
42,ɔ-béatán,"s. ɔbáatán. — abéawa, ɔ-b., ɔbaawa, pl. m-, girl, lass."
42,bebá,"red. v., s. ba."
42,"bebá, bebaá","... s. boba, bobaa. [stone, beba, bebaa, pl. m-, F. = obo (pl. a-)."
42,"bebare, bebábèbare","red. v., s. bare, bobare."
42,"bébáw, bóbáw","pl. m-, (a-) a climbing plant = bobaduá."
42,bébé,"red. v., s. bɛw."
42,bébebe(bɛ),"Múnnyae b., leave off talking! abɛbɛ, F. a pet, favourite."
42,bɛɛbɛe,"red. v., s. bɛe, bɛɛbɛe."
42,"abébɛ, abébɛe","pl. m-, As. grasshopper, beetle; winged insect in general. pr. 70. 806. Cf. abébɛw & abebew."
42,"abébɛ, Ak.; abébɛw, Akp. pl. m-, grasshopper, locust; cf. boadabí (ntuntumɛ), obiriŋkraŋ, otutuafuru, hwidɔm, ɔkraa, opiti, ɛwí, ɔtwɛ, ɔdabɔ.",
42,abébɛrɛsé,"1. = abɛté. — 2. F. hardship, trouble, tribulation, adversity."
42,bèbɛree,"much, many; plentiful; very much, exceedingly; cf. pii, bürubüru, twɛm."
42,bebɛrebé,"F. bebret(s)é, much, many; too much, too many; when referred to a v. in the neg., it means (not) enough: ɛnsɔ b., it is not large enough; b. na ɛnyé babärahaa, not many things, but much; non multa, sed multum."
42,abébɛsɛre,"[abébɛ, ɔsɛrè], 1. the thigh or 'ham' of the abebɛ. pr. 70. — 2. = abɛté?"
42,bebetá,a pot-ladle to stir up the corn-dough when on the fire; cf. beteta.
42,"bebɛw, bebew","red. vv., s. bɛw, bew."
42,abébɛw,s. abebs.
42,abébɛw,"Aky. abebes, a small kind of water-snail, s. akɔsɔ-bebew."
42,"bèbree, bèbreebee, bebret(s)e",s. bèbɛree...
42,"bebrebé, bustle",pr. 1158.
42,ɔ-bebrebé,"an insolent, impertinent, saucy fellow, churl; n'ano denneennen wɔ asɛm biara hɔ."
42,abebú,"inf. [bu be] speaking in proverbs; a proverb, parable, (pl. m-) ; okasa kyerɛe wɔŋ mmebu mu, he spoke to them in parables. pr. 2859 f."
42,abebú-de,"1. symbol; prognostic; cf. bere-dé. — 2. = ade a wode bu bɛ; a kind of mnemonics: different objects (cowries, grains of maize, feathers, husks of maize [buro-hono], charcoal, pieces of cloth, fibres of the adobe &c.) strung in order to help to recollect and repeat proverbs."
42,ɔ-bebúfó,"pl. m-, one who utters, tells or makes a proverb."
42,abebúsém,"pl. m-, proverbial saying; s. ebɛ, akasa-bebui."
42,bébúŋ,= abs-buŋ; cf. akyɛŋkyɛŋ. pr. 2572.
42,ɔ-bédám,"Aky. abedom, a species of oil palm-tree whose ripe nuts have no black top, but are red throughout; also the nuts; cf. -dam."
42,abé-dáwúru,the female blossom of the oil palm.
42,abèdé,"[abs ade] gain, profit; adwumayɛ mu ab.; cf. akuani-ŋŋo."
42,ɔ-bédέw,"Ak. obede, pl. a-, 1. a kind of"
43,abadé-ammòá,"basket roughly made of palm-branches, palm-basket; berew a woabo (woaŋwene) de soa adesoa; wofre bi se: ahagya, akyemmedew, akuapemmedew; cf. akɔtwɛ, kyɛŋkyɛŋ, apakaŋ. pr. 71. 549. 3605. Phr. ka(w) a wabɔ ɔb., he has run into great debts. 2. a skin disease = ɔsabɛŋ."
43,abadé-ammòá,a kind of plant; hama a wode kyɛkye gyaten?
43,ɔ-bedefúnu,"pl. m-, a chopped and withered palm-tree, from which the palm-wine has been extracted."
43,bédiapáŋ,"a certain bright star; ɔsram wu a, ɔno na odi n'ade; cf. owúòdi, kɔbèdɔɔ, F. thick (of liquids). [soroma."
43,abedóm,Aky. = obedam.
43,bedu,"F. = mmésú, palm-oil water."
43,abéduá,"palm-tree; more frequently simp-abeduá, pl. m-, = abewoduá. [ly abé."
43,ɔ-beduabá,"abad., pl. m-, a kind of doll, carved out of wood."
43,abedwaá,"abedwéá, abedwewá, a young palm-tree. pr. 73. 74. - abédwé, Aky. = abedwaa. [antweribe."
43,ɔ-bédwo,"a half-grown palm-tree; cf. beé, v. to twitch off, pinch off, nip off, cf. bew; - red. béébèe..hò = tew hò ŋkakraŋkakra; wakobɛbɛe nãm no hò, he has pinched off little bits ɛ-bér, Ak. = sbéw. [from the meat."
43,befẽdua,"pl. m-, F. fetish stake, driven through the bodies of animals &c., as offerings to the fetish; cf. bofũnnua."
43,ábééfɔ, = ábáéfɔ. - ɔ-befɔ = ɔbayifo.
43,abéfóro,a young palm-tree.
43,a-befuá,"pl. m-, a (single) palm-nut with the skins; (diff. bafua). pr. 75 f."
43,abefúfu,a species of oil-palm.
43,ɔ-bɛgɔrɔ́,a palm-nut without a kernel. before the oil is made from them; palm-nut ground.
43,abeguaba,"pl. m-, F. = abedwaa."
43,abegùi,place where palm-nuts are heaped
43,begyaa,"begyabegya, F. boisterous, ruffled (of the sea)."
43,behamá,"Aky. behoma, a girdle for climbing palm- trees. Diff. kinds: asĕredam', anantiam'."
43,abéhéne,"abéhéne, a species of oil-palm."
43,béhú,"[abɛ, ohú] infants' food prepared from palm-nuts [also fr. palm-nuts, melons (borofere) & bananas]. --- Phr. ako-koaa, womã no b., everything is to be done in order."
43,ébèi,F. interj. = epei. [nuts.
43,abekurá,"pl. m-, a mouse living on palm-abé-kyɛ, Aky. a poisonous kind of climbing plant; it is used in catching fish by poisoning the water with it. Homa bi a ebobare nnua hō; eyi na woboro ɔbo so mã eye betee, na wode gu nsuom' mã ekum nãm. Cf. kɔgyaŋ."
43,bɛkyékyère,[obs.] pot in which the palm-oil is boiled.
43,bekyew,v. F. to turn aside; to wind (as of a path); cf. bikyiw.
43,ɛ-bẽm,"right, state of being right, righteousness, guiltlessness; bu b., mã b., mã..di bẽm, to acquit of an accusation, pronounce guiltless, 'give right to', justify; di b., to be justified, innocent, guiltless. pr. 2898; wúdi bẽm! you are right, I beg your pardon."
43,bémma,"pl. m-, arrow, cf. beŋ, agyaŋ; bow, cross-bow with arrows, cf. ta, kuntuŋ; - ɔtow yeŋ (so) b., ɔtow ne b. sã (wɔ, si) yeŋ, he shoots arrows at us, discharges his bow against us."
43,bémma-dùá,"arrow = beŋ, agyaŋ."
43,bémma-hàmá,bow-string.
43,bemaa,"pl. m-, F. = bɛmõa."
43,bemmám,red. v. bam.
43,bemmaŋ,red. v. baŋ. [archery.
43,bémma-tów,"inf. shooting with the bow, ɔ-bémma-tofó, pl. m-, archer, bow-man."
43,bembe,"F. piles, haemorrhoids."
43,bembem,F. quick to tell tales.
43,bémbú,"inf. acquittance, justification."
43,bẽmdí,inf. innocence.
43,bẽmdifó,pl. id. an innocent person.
43,bèeme,"bèmme, bèmmèeme [G. beebe] adv. added to statements of time, quantity, number: such a long time, such a large quantity or number; already; only; even, indeed; kaŋ b., tete b., dabidabi b., long ago; mfrihyia 20 beeme asɛm na ɔrekã yi? does he talk of a palaver of no less than 20 years? mede me-mãa no Kwasida b., I already gave it to him on Sunday; enye nne b. na ofi ye ade yi, not since to-day only does"
